Taxon	S27499.01	S27499.02	S27499.03	S27499.04	S27499.05	S27499.06	S27499.07	S27499.08	S27499.09	S27499.10	S27499.11	S27499.12	S27499.13	S27499.14	S27499.15	S27499.16	S27499.17	S27499.18	S27499.19	S27499.20	S27499.21	S27499.22	S27499.23	S27499.24	S27499.25	S27499.26	S27499.27	S27499.28	S27499.29	S27499.30	S27499.31	S27499.32	S27499.33	S27499.34	S27499.35	S27499.36	S27499.37	S27499.38	S27499.39	S27499.40	S27499.41	S28297.01	S28297.02	S28297.03	S28297.04	S28297.05	S28297.06	S28297.07	S28297.08	S28297.09	S28297.10	S28297.11	S29419.01	S29419.02	S29419.03	S29419.04	S29419.05	S29419.06	S29419.07	S29419.08	S29419.09	S29419.10	S29419.11	S30119.01	S30119.02	S30119.03	S30119.04	S30119.05	S30119.06	S30119.07
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Parvimonas	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Peptoniphilus	0.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	135.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	2.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Tepidimicrobium	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Anaerovorax	1.0	9.0	1.0	2.0	1.0	4.0	0.0	5.0	3.0	2.0	1.0	0.0	1.0	1.0	13.0	3.0	5.0	3.0	1.0	3.0	6.0	0.0	0.0	11.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	2.0	0.0	1.0	0.0	2.0	2.0	1.0	0.0	7.0	0.0	0.0	9.0	0.0	0.0	1.0	4.0	1.0	0.0	3.0	6.0	9.0	1.0	0.0	1.0	0.0	0.0	14.0	0.0	0.0	2.0	2.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Mogibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium	6.0	41.0	1.0	2.0	93.0	27.0	0.0	25.0	2.0	89.0	49.0	23.0	7.0	99.0	9.0	267.0	13.0	45.0	2.0	39.0	178.0	56.0	133.0	373.0	39.0	85.0	64.0	0.0	2.0	0.0	53.0	52.0	0.0	0.0	141.0	13.0	179.0	39.0	2.0	38.0	0.0	70.0	24.0	8.0	0.0	169.0	0.0	0.0	115.0	2.0	15.0	281.0	62.0	137.0	9.0	2.0	42.0	15.0	1.0	0.0	0.0	0.0	18.0	120.0	40.0	0.0	22.0	42.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Gracilibacter	1.0	2.0	0.0	6.0	1.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	2.0	0.0	48.0	27.0	11.0	0.0	0.0	31.0	50.0	53.0	1.0	15.0	94.0	116.0	4.0	0.0	0.0	1.0	393.0	0.0	0.0	0.0	32.0	1.0	11.0	24.0	0.0	69.0	0.0	15.0	11.0	0.0	0.0	209.0	0.0	0.0	0.0	0.0	1.0	101.0	21.0	40.0	0.0	12.0	0.0	1.0	1.0	0.0	0.0	1.0	15.0	0.0	0.0	0.0	81.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Lutispora	11.0	13.0	4.0	16.0	11.0	1.0	5.0	50.0	1.0	36.0	3.0	67.0	29.0	0.0	61.0	16.0	68.0	4.0	0.0	32.0	17.0	12.0	0.0	4.0	46.0	27.0	2.0	3.0	1.0	0.0	40.0	0.0	13.0	0.0	0.0	0.0	72.0	27.0	27.0	1.0	3.0	8.0	4.0	0.0	0.0	23.0	169.0	0.0	92.0	1.0	16.0	7.0	1.0	7.0	48.0	28.0	0.0	1.0	0.0	59.0	2.0	78.0	1.0	27.0	92.0	61.0	16.0	2.0	0.0	16.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	84.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Incertae_Sedis_XI;g__Murdochiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Incertae_sedis;g__Incertae_sedis	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	27.0	1.0	3.0	1.0	241.0	185.0	2.0	0.0	2.0	35.0	328.0	138.0	0.0	312.0	289.0	52.0	11.0	2.0	0.0	0.0	107.0	0.0	0.0	1.0	5.0	1.0	59.0	48.0	1.0	93.0	1.0	76.0	53.0	3.0	0.0	671.0	0.0	0.0	4.0	0.0	4.0	654.0	4.0	301.0	26.0	4.0	0.0	39.0	8.0	0.0	0.0	0.0	46.0	6.0	9.0	1.0	194.0	3.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	0.0	8.0	5.0	38.0	131.0	0.0	95.0	2.0	6.0	26.0	2.0	18.0	36.0	0.0	68.0	8.0	10.0	35.0	25.0	88.0	25.0	5.0	5.0	3.0	10.0	0.0	2.0	4.0	1.0	4.0	54.0	79.0	3.0	15.0	7.0	10.0	7.0	205.0	34.0	0.0	8.0	8.0	7.0	2.0	0.0	109.0	232.0	31.0	81.0	220.0	22.0	57.0	47.0	6.0	152.0	141.0	10.0	0.0	3.0	25.0	2.0	135.0	0.0	0.0	2.0	180.0	357.0	247.0	96.0	21.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	123.0	128.0	83.0	95.0	505.0	201.0	271.0	812.0	130.0	197.0	163.0	138.0	342.0	177.0	161.0	390.0	357.0	319.0	447.0	293.0	351.0	142.0	46.0	260.0	73.0	33.0	238.0	127.0	477.0	685.0	161.0	2445.0	340.0	267.0	42.0	473.0	434.0	211.0	370.0	27.0	663.0	62.0	62.0	77.0	89.0	258.0	393.0	681.0	208.0	572.0	287.0	116.0	338.0	566.0	249.0	511.0	205.0	53.0	176.0	456.0	176.0	212.0	51.0	227.0	528.0	718.0	800.0	680.0	388.0	187.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa	350.0	671.0	507.0	249.0	441.0	106.0	683.0	309.0	550.0	366.0	203.0	170.0	310.0	566.0	863.0	430.0	263.0	1138.0	175.0	698.0	409.0	351.0	200.0	142.0	178.0	681.0	663.0	848.0	95.0	1091.0	484.0	325.0	155.0	428.0	816.0	303.0	479.0	675.0	835.0	126.0	103.0	182.0	309.0	238.0	188.0	348.0	181.0	689.0	427.0	843.0	435.0	269.0	364.0	741.0	935.0	299.0	458.0	110.0	241.0	1427.0	246.0	696.0	148.0	492.0	439.0	1124.0	401.0	475.0	421.0	664.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVb	23.0	49.0	6.0	8.0	100.0	5.0	45.0	37.0	3.0	10.0	28.0	388.0	46.0	10.0	72.0	12.0	6.0	56.0	19.0	96.0	8.0	37.0	0.0	0.0	41.0	39.0	57.0	81.0	0.0	39.0	6.0	278.0	3.0	54.0	215.0	8.0	18.0	25.0	51.0	3.0	8.0	2.0	15.0	28.0	0.0	16.0	7.0	9.0	6.0	7.0	1.0	41.0	7.0	20.0	78.0	7.0	76.0	14.0	13.0	366.0	5.0	5.0	48.0	84.0	12.0	35.0	37.0	9.0	39.0	92.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	609.0	163.0	30.0	103.0	128.0	60.0	169.0	129.0	80.0	610.0	56.0	152.0	113.0	233.0	118.0	399.0	333.0	15.0	150.0	83.0	325.0	76.0	29.0	158.0	49.0	56.0	2.0	92.0	2.0	163.0	263.0	42.0	182.0	482.0	59.0	30.0	60.0	172.0	178.0	10.0	96.0	245.0	43.0	54.0	0.0	547.0	31.0	125.0	174.0	84.0	93.0	87.0	145.0	403.0	124.0	126.0	2.0	70.0	226.0	476.0	38.0	441.0	99.0	129.0	217.0	566.0	424.0	16.0	45.0	65.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	1.0	13.0	2.0	2.0	62.0	0.0	23.0	0.0	8.0	4.0	15.0	51.0	25.0	88.0	17.0	73.0	85.0	0.0	35.0	11.0	0.0	0.0	0.0	16.0	9.0	1.0	0.0	8.0	1.0	2.0	41.0	1.0	51.0	1.0	4.0	4.0	4.0	0.0	91.0	0.0	0.0	0.0	2.0	0.0	0.0	56.0	11.0	1.0	27.0	62.0	84.0	8.0	0.0	55.0	0.0	0.0	4.0	12.0	36.0	87.0	1.0	22.0	0.0	57.0	30.0	0.0	52.0	59.0	0.0	22.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia	14.0	21.0	1.0	0.0	5.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	2.0	16.0	15.0	12.0	7.0	10.0	9.0	28.0	14.0	4.0	2.0	23.0	10.0	1.0	0.0	0.0	5.0	14.0	4.0	1.0	0.0	0.0	0.0	2.0	92.0	3.0	1.0	0.0	0.0	0.0	1.0	0.0	6.0	12.0	6.0	22.0	1.0	0.0	15.0	6.0	22.0	3.0	9.0	3.0	0.0	1.0	0.0	1.0	1.0	8.0	2.0	2.0	3.0	7.0	9.0	1.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Howardella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	7.0	10.0	0.0	0.0	2.0	0.0	2.0	11.0	8.0	0.0	3.0	0.0	7.0	1.0	0.0	0.0	0.0	21.0	0.0	3.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	16.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	10.0	0.0	22.0	0.0	1.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	4.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lactonifactor	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	0.0	6.0	3.0	1.0	0.0	0.0	30.0	0.0	90.0	7.0	0.0	1.0	90.0	2.0	2.0	0.0	2.0	4.0	7.0	0.0	0.0	0.0	0.0	70.0	0.0	1.0	5.0	4.0	0.0	5.0	1.0	2.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	5.0	4.0	57.0	103.0	7.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Parasporobacterium	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio	0.0	1.0	1.0	0.0	5.0	0.0	0.0	13.0	1.0	0.0	0.0	0.0	13.0	9.0	6.0	10.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	1.0	0.0	0.0	0.0	0.0	16.0	0.0	18.0	0.0	7.0	0.0	0.0	29.0	0.0	9.0	0.0	0.0	12.0	9.0	47.0	1.0	0.0	4.0	17.0	0.0	0.0	0.0	20.0	0.0	0.0	15.0	0.0	6.0	0.0	0.0	6.0	1.0	0.0	24.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	17.0	111.0	63.0	5.0	182.0	0.0	27.0	344.0	31.0	161.0	52.0	24.0	177.0	474.0	300.0	372.0	152.0	6.0	84.0	9.0	48.0	7.0	0.0	81.0	24.0	11.0	5.0	1.0	1.0	61.0	676.0	0.0	937.0	1144.0	62.0	0.0	546.0	18.0	445.0	2.0	150.0	63.0	13.0	395.0	0.0	291.0	92.0	0.0	281.0	191.0	909.0	98.0	147.0	113.0	325.0	61.0	1.0	20.0	282.0	250.0	52.0	530.0	16.0	203.0	5.0	1150.0	199.0	252.0	48.0	243.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__unassigned	33.0	16.0	4.0	356.0	34.0	19.0	61.0	49.0	620.0	57.0	145.0	106.0	32.0	5.0	24.0	18.0	62.0	212.0	764.0	66.0	44.0	216.0	1.0	2.0	32.0	814.0	145.0	644.0	11.0	505.0	68.0	343.0	114.0	59.0	36.0	23.0	123.0	265.0	210.0	11.0	324.0	108.0	23.0	236.0	3.0	6.0	185.0	269.0	15.0	179.0	55.0	45.0	56.0	68.0	75.0	216.0	195.0	14.0	70.0	19.0	130.0	33.0	655.0	34.0	271.0	46.0	2.0	223.0	1.0	230.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Desulfitobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Desulfonispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Desulfosporosinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Peptococcus	1.0	17.0	1.0	0.0	0.0	6.0	0.0	7.0	0.0	0.0	7.0	0.0	3.0	0.0	2.0	2.0	27.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	20.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	20.0	3.0	1.0	8.0	2.0	0.0	1.0	0.0
