Taxon	S27499.01	S27499.02	S27499.03	S27499.04	S27499.05	S27499.06	S27499.07	S27499.08	S27499.09	S27499.10	S27499.11	S27499.12	S27499.13	S27499.14	S27499.15	S27499.16	S27499.17	S27499.18	S27499.19	S27499.20	S27499.21	S27499.22	S27499.23	S27499.24	S27499.25	S27499.26	S27499.27	S27499.28	S27499.29	S27499.30	S27499.31	S27499.32	S27499.33	S27499.34	S27499.35	S27499.36	S27499.37	S27499.38	S27499.39	S27499.40	S27499.41	S28297.01	S28297.02	S28297.03	S28297.04	S28297.05	S28297.06	S28297.07	S28297.08	S28297.09	S28297.10	S28297.11	S29419.01	S29419.02	S29419.03	S29419.04	S29419.05	S29419.06	S29419.07	S29419.08	S29419.09	S29419.10	S29419.11	S30119.01	S30119.02	S30119.03	S30119.04	S30119.05	S30119.06	S30119.07
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae	211.0	60.0	20.0	15.0	157.0	256.0	53.0	23.0	60.0	129.0	26.0	28.0	130.0	218.0	629.0	268.0	297.0	31.0	303.0	104.0	134.0	303.0	29.0	600.0	30.0	48.0	159.0	104.0	16.0	8.0	60.0	129.0	89.0	118.0	362.0	230.0	193.0	197.0	187.0	246.0	181.0	34.0	98.0	78.0	37.0	377.0	7.0	33.0	44.0	120.0	66.0	170.0	66.0	326.0	187.0	75.0	34.0	241.0	48.0	11.0	3.0	11.0	12.0	165.0	460.0	41.0	10.0	173.0	158.0	86.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	2372.0	1931.0	5086.0	4505.0	5266.0	1648.0	2767.0	1913.0	2567.0	3666.0	3344.0	1452.0	1754.0	577.0	1504.0	967.0	1483.0	4154.0	4256.0	3030.0	1153.0	2175.0	6087.0	527.0	581.0	3552.0	3162.0	3323.0	2867.0	4100.0	1711.0	3061.0	3325.0	3546.0	2180.0	596.0	2117.0	2569.0	4180.0	2229.0	3184.0	2200.0	2225.0	4347.0	4196.0	485.0	3614.0	1406.0	964.0	5732.0	3674.0	1493.0	911.0	1217.0	2819.0	1678.0	4277.0	790.0	1637.0	2444.0	4235.0	3621.0	5129.0	2077.0	1975.0	3558.0	1222.0	2139.0	3288.0	2808.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	764.0	434.0	212.0	631.0	526.0	512.0	787.0	331.0	333.0	12.0	238.0	154.0	224.0	850.0	104.0	519.0	217.0	649.0	505.0	1228.0	661.0	1247.0	918.0	336.0	1069.0	438.0	413.0	1.0	535.0	540.0	458.0	575.0	345.0	478.0	1346.0	182.0	628.0	167.0	641.0	742.0	112.0	329.0	309.0	446.0	0.0	220.0	0.0	337.0	331.0	498.0	853.0	441.0	785.0	974.0	574.0	305.0	168.0	295.0	525.0	1732.0	365.0	422.0	891.0	162.0	475.0	36.0	460.0	674.0	260.0	363.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.0	3.0	579.0	46.0	0.0	2954.0	100.0	1.0	890.0	11.0	56.0	1.0	0.0	1550.0	0.0	1942.0	430.0	6.0	473.0	62.0	1.0	2.0	0.0	110.0	0.0	19.0	0.0	0.0	1.0	0.0	981.0	4.0	216.0	2.0	1.0	1.0	656.0	0.0	556.0	1.0	0.0	5.0	57.0	135.0	0.0	66.0	1562.0	211.0	3344.0	115.0	155.0	20.0	0.0	32.0	131.0	106.0	0.0	5.0	46.0	1.0	1.0	0.0	38.0	4.0	0.0	5.0	3.0	1.0	827.0	58.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	1205.0	44.0	62.0	205.0	515.0	249.0	0.0	612.0	107.0	76.0	4.0	2245.0	87.0	104.0	10.0	286.0	258.0	465.0	85.0	225.0	1014.0	243.0	0.0	59.0	342.0	1251.0	890.0	0.0	1.0	63.0	208.0	0.0	202.0	24.0	1577.0	221.0	381.0	0.0	22.0	546.0	0.0	174.0	152.0	459.0	0.0	115.0	0.0	23.0	114.0	52.0	49.0	445.0	1167.0	570.0	206.0	2176.0	166.0	528.0	499.0	0.0	43.0	0.0	92.0	167.0	88.0	62.0	1485.0	129.0	27.0	35.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__unassigned	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	0.0	2.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	5.0	2.0	2.0	1.0	1.0	3.0	6.0	5.0	9.0	2.0	4.0	1.0	2.0	0.0	2.0	0.0	0.0	1.0	6.0	1.0	0.0	2.0	2.0	0.0	8.0	2.0	4.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	38.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	518.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__unassigned;o__unassigned;f__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_1	0.0	0.0	0.0	0.0	0.0	32.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	15.0	0.0	0.0	7.0	0.0	10.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	0.0	0.0	161.0	9.0	0.0	0.0	0.0	0.0	10.0	25.0	0.0	0.0	126.0	0.0	236.0	0.0	16.0	0.0	20.0	16.0	0.0	0.0	0.0	0.0	20.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_Incertae_Sedis_XI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	3.0	1.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	6.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.0	1.0	2.0	5.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	1.0	0.0	4.0	1.0	1.0	0.0	2.0	0.0	8.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	0.0	3.0	23.0	360.0	0.0	0.0	11.0	0.0	5.0	7.0	21.0	1.0	0.0	3.0	0.0	0.0	2.0	13.0	0.0	0.0	0.0	0.0	1.0	9.0	0.0	0.0	220.0	308.0	43.0	5.0	0.0	11.0	1.0	6.0	20.0	51.0	0.0	0.0	0.0	6.0	119.0	7.0	14.0	1.0	116.0	8.0	4.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	16.0	1.0	0.0	0.0	6.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	1.0	44.0	2.0	80.0	0.0	157.0	467.0	0.0	1372.0	134.0	25.0	1068.0	2.0	0.0	144.0	0.0	0.0	3.0	0.0	9.0	15.0	149.0	0.0	7.0	229.0	10.0	1.0	421.0	0.0	1.0	22.0	154.0	585.0	162.0	7.0	33.0	5.0	55.0	0.0	3.0	0.0	136.0	1005.0	64.0	68.0	5.0	2.0	3688.0	609.0	0.0	9.0	202.0	1.0	6.0	341.0	2.0	75.0	334.0	0.0	0.0	0.0	0.0	5.0	87.0	111.0	33.0	7.0	147.0	1.0	16.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	847.0	16.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	19.0	159.0	26.0	737.0	38.0	39.0	1272.0	1020.0	661.0	163.0	214.0	540.0	86.0	49.0	211.0	42.0	52.0	72.0	13.0	263.0	46.0	226.0	19.0	9.0	428.0	170.0	66.0	211.0	14.0	74.0	29.0	683.0	794.0	431.0	98.0	2138.0	36.0	43.0	86.0	145.0	46.0	392.0	306.0	29.0	26.0	9.0	16.0	1303.0	280.0	35.0	190.0	512.0	11.0	458.0	256.0	57.0	187.0	280.0	9.0	371.0	16.0	69.0	21.0	401.0	160.0	327.0	130.0	413.0	1148.0	88.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1	56.0	132.0	14.0	9.0	43.0	10.0	91.0	230.0	167.0	225.0	30.0	58.0	0.0	71.0	113.0	111.0	888.0	13.0	144.0	14.0	17.0	7.0	1.0	307.0	71.0	37.0	2.0	9.0	68.0	0.0	361.0	0.0	62.0	4.0	9.0	15.0	124.0	192.0	49.0	355.0	0.0	415.0	10.0	0.0	225.0	155.0	2.0	71.0	61.0	33.0	9.0	138.0	44.0	76.0	1.0	263.0	0.0	1422.0	51.0	0.0	0.0	21.0	153.0	2.0	33.0	0.0	60.0	12.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI	0.0	36.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	1.0	1.0	0.0	0.0	15.0	1.0	0.0	0.0	4.0	5.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	366.0	0.0	0.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	76.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	7.0	3.0	3.0	3.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII	1.0	9.0	1.0	2.0	1.0	4.0	0.0	5.0	3.0	2.0	1.0	0.0	1.0	1.0	13.0	3.0	5.0	3.0	1.0	3.0	6.0	0.0	0.0	11.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	2.0	0.0	1.0	0.0	2.0	2.0	1.0	0.0	7.0	0.0	0.0	9.0	0.0	0.0	1.0	4.0	1.0	0.0	5.0	6.0	9.0	1.0	0.0	1.0	0.0	0.0	14.0	0.0	0.0	2.0	2.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	6.0	41.0	1.0	2.0	93.0	27.0	0.0	26.0	2.0	89.0	49.0	23.0	7.0	99.0	10.0	267.0	13.0	45.0	2.0	39.0	178.0	56.0	133.0	373.0	39.0	85.0	64.0	0.0	2.0	0.0	53.0	52.0	0.0	0.0	142.0	13.0	179.0	40.0	2.0	38.0	0.0	70.0	24.0	8.0	12.0	169.0	0.0	0.0	115.0	2.0	15.0	281.0	63.0	137.0	9.0	2.0	42.0	16.0	1.0	0.0	0.0	0.0	21.0	120.0	43.0	0.0	22.0	42.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae	12.0	15.0	4.0	22.0	12.0	1.0	5.0	52.0	2.0	36.0	4.0	68.0	31.0	0.0	109.0	43.0	79.0	4.0	0.0	63.0	67.0	65.0	1.0	19.0	140.0	143.0	6.0	3.0	1.0	1.0	435.0	0.0	13.0	0.0	32.0	1.0	83.0	51.0	27.0	70.0	3.0	23.0	16.0	0.0	0.0	235.0	169.0	0.0	92.0	1.0	17.0	108.0	22.0	55.0	48.0	40.0	0.0	2.0	1.0	59.0	2.0	79.0	16.0	27.0	92.0	61.0	97.0	2.0	0.0	16.0
