Taxon	SRR5367462	SRR5367463	SRR5367464	SRR5367465	SRR5367466	SRR5367467	SRR5367468	SRR5367469	SRR5367470	SRR5367471	SRR5367472	SRR5367473	SRR5367474	SRR5367475	SRR5367476	SRR5367477	SRR5367478	SRR5367479	SRR5367480	SRR5367481	SRR5367482	SRR5367483	SRR5367484	SRR5367485	SRR5367486	SRR5367487	SRR5367488	SRR5367489	SRR5367490	SRR5367491	SRR5367492	SRR5367493	SRR5367494	SRR5367495	SRR5367496	SRR5367497	SRR5367498	SRR5367499	SRR5367500	SRR5367501	SRR5367502.R1	SRR5367503.R1	SRR5367504.R1	SRR5367505.R1	SRR5367506.R1	SRR5367507.R1	SRR5367508.R1	SRR5367509.R1	SRR5367510.R1	SRR5367511.R1	SRR5367512.R1	SRR5367513.R1	SRR5367514.R1	SRR5367515.R1	SRR5367516.R1	SRR5367517.R1	SRR5367518.R1	SRR5367519.R1	SRR5367520.R1	SRR5367521.R1	SRR5367522.R1	SRR5367523.R1	SRR5367524.R1	SRR5367525.R1	SRR5367526.R1	SRR5367527.R1	SRR5367528.R1	SRR5367529.R1	SRR5367530.R1	SRR5367531.R1	SRR5367532.R1	SRR5367533.R1	SRR5367534.R1	SRR5367535.R1	SRR5367536.R1	SRR5367537.R1	SRR5367538.R1	SRR5367539.R1	SRR5367540.R1	SRR5367541.R1	SRR5367542.R1	SRR5367543.R1	SRR5367544.R1
k__Bacteria;p__Actinobacteria	13.0	13.0	11.0	16.0	17.0	250.0	159.0	16.0	30.0	46.0	150.0	62.0	10.0	113.0	51.0	429.0	105.0	468.0	213.0	13.0	1.0	8.0	1.0	7.0	1.0	15.0	119.0	157.0	325.0	116.0	40.0	14.0	121.0	38.0	80.0	168.0	133.0	2.0	4.0	7.0	11.0	15.0	18.0	9.0	3.0	11.0	32.0	3.0	4.0	53.0	49.0	60.0	4.0	1.0	6.0	42.0	40.0	40.0	23.0	42.0	67.0	21.0	44.0	70.0	12.0	26.0	68.0	193.0	6.0	3.0	45.0	7.0	382.0	214.0	75.0	86.0	23.0	29.0	73.0	23.0	4.0	140.0	8.0
k__Bacteria;p__Bacteroidetes	693.0	816.0	635.0	424.0	430.0	497.0	622.0	824.0	945.0	1158.0	533.0	1186.0	1387.0	817.0	1392.0	357.0	1080.0	743.0	1098.0	564.0	714.0	705.0	1001.0	1044.0	1080.0	1200.0	974.0	774.0	704.0	1022.0	797.0	1533.0	555.0	621.0	605.0	226.0	140.0	1610.0	1515.0	1624.0	1365.0	946.0	1278.0	1190.0	546.0	613.0	446.0	696.0	505.0	758.0	738.0	860.0	762.0	353.0	1460.0	667.0	653.0	457.0	496.0	767.0	1093.0	1377.0	691.0	296.0	792.0	541.0	693.0	165.0	796.0	642.0	751.0	414.0	652.0	739.0	784.0	747.0	295.0	323.0	333.0	1155.0	858.0	50.0	1593.0
k__Bacteria;p__Firmicutes	1197.0	1059.0	1221.0	1154.0	1256.0	1061.0	1028.0	1043.0	906.0	674.0	1100.0	711.0	493.0	648.0	504.0	1038.0	681.0	688.0	591.0	1396.0	1238.0	1221.0	860.0	758.0	672.0	734.0	655.0	822.0	721.0	680.0	827.0	338.0	1259.0	1273.0	1222.0	1473.0	1519.0	341.0	417.0	335.0	555.0	717.0	521.0	521.0	1229.0	1250.0	1260.0	1148.0	1079.0	859.0	924.0	908.0	675.0	1387.0	452.0	1101.0	1122.0	1367.0	1372.0	849.0	709.0	535.0	1163.0	1531.0	1111.0	1288.0	1129.0	1604.0	811.0	1184.0	973.0	1117.0	595.0	874.0	966.0	945.0	1421.0	1288.0	1343.0	706.0	987.0	1777.0	71.0
k__Bacteria;p__Fusobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	111.0	6.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	67.0
k__Bacteria;p__Proteobacteria	74.0	94.0	84.0	337.0	225.0	175.0	183.0	97.0	79.0	103.0	212.0	36.0	108.0	398.0	52.0	171.0	123.0	98.0	97.0	22.0	37.0	40.0	129.0	156.0	238.0	50.0	225.0	224.0	230.0	169.0	328.0	104.0	49.0	65.0	78.0	110.0	186.0	41.0	54.0	31.0	69.0	316.0	183.0	276.0	222.0	107.0	234.0	149.0	300.0	300.0	289.0	169.0	508.0	230.0	82.0	141.0	164.0	106.0	76.0	336.0	116.0	66.0	100.0	91.0	76.0	143.0	110.0	36.0	289.0	151.0	118.0	67.0	146.0	171.0	171.0	215.0	206.0	219.0	196.0	113.0	144.0	31.0	261.0
k__Bacteria;p__Synergistetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Tenericutes	0.0	0.0	30.0	41.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__unassigned	23.0	18.0	19.0	28.0	31.0	17.0	8.0	20.0	40.0	19.0	5.0	5.0	2.0	24.0	1.0	4.0	11.0	3.0	1.0	5.0	10.0	26.0	9.0	35.0	9.0	1.0	26.0	23.0	20.0	13.0	8.0	10.0	12.0	3.0	15.0	23.0	22.0	6.0	10.0	2.0	0.0	5.0	0.0	3.0	0.0	19.0	27.0	3.0	1.0	0.0	0.0	3.0	0.0	29.0	0.0	49.0	21.0	30.0	33.0	4.0	6.0	0.0	2.0	12.0	9.0	2.0	0.0	2.0	98.0	20.0	8.0	39.0	8.0	2.0	4.0	7.0	55.0	141.0	55.0	3.0	7.0	0.0	0.0
