Taxon	SRR5367462	SRR5367463	SRR5367464	SRR5367465	SRR5367466	SRR5367467	SRR5367468	SRR5367469	SRR5367470	SRR5367471	SRR5367472	SRR5367473	SRR5367474	SRR5367475	SRR5367476	SRR5367477	SRR5367478	SRR5367479	SRR5367480	SRR5367481	SRR5367482	SRR5367483	SRR5367484	SRR5367485	SRR5367486	SRR5367487	SRR5367488	SRR5367489	SRR5367490	SRR5367491	SRR5367492	SRR5367493	SRR5367494	SRR5367495	SRR5367496	SRR5367497	SRR5367498	SRR5367499	SRR5367500	SRR5367501	SRR5367502.R1	SRR5367503.R1	SRR5367504.R1	SRR5367505.R1	SRR5367506.R1	SRR5367507.R1	SRR5367508.R1	SRR5367509.R1	SRR5367510.R1	SRR5367511.R1	SRR5367512.R1	SRR5367513.R1	SRR5367514.R1	SRR5367515.R1	SRR5367516.R1	SRR5367517.R1	SRR5367518.R1	SRR5367519.R1	SRR5367520.R1	SRR5367521.R1	SRR5367522.R1	SRR5367523.R1	SRR5367524.R1	SRR5367525.R1	SRR5367526.R1	SRR5367527.R1	SRR5367528.R1	SRR5367529.R1	SRR5367530.R1	SRR5367531.R1	SRR5367532.R1	SRR5367533.R1	SRR5367534.R1	SRR5367535.R1	SRR5367536.R1	SRR5367537.R1	SRR5367538.R1	SRR5367539.R1	SRR5367540.R1	SRR5367541.R1	SRR5367542.R1	SRR5367543.R1	SRR5367544.R1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__unassigned	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetanaerobacterium	3.0	11.0	6.0	20.0	21.0	36.0	24.0	57.0	29.0	3.0	5.0	0.0	1.0	4.0	1.0	16.0	7.0	2.0	0.0	1.0	0.0	0.0	2.0	7.0	2.0	0.0	15.0	4.0	1.0	0.0	8.0	0.0	1.0	3.0	3.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	7.0	0.0	4.0	3.0	0.0	0.0	33.0	3.0	9.0	9.0	7.0	2.0	2.0	4.0	0.0	2.0	6.0	0.0	2.0	0.0	0.0	12.0	10.0	28.0	29.0	5.0	30.0	1.0	6.0	1.0	0.0	3.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetivibrio	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	15.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	0.0	3.0	4.0	1.0	1.0	5.0	2.0	2.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	6.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	10.0	2.0	0.0	0.0	0.0	1.0	15.0	2.0	5.0	6.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	5.0	1.0	2.0	1.0	2.0	1.0	0.0	4.0	4.0	2.0	7.0	12.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	1.0	2.0	4.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus	5.0	4.0	11.0	10.0	24.0	6.0	4.0	2.0	8.0	4.0	19.0	23.0	0.0	4.0	12.0	12.0	0.0	5.0	5.0	0.0	1.0	1.0	3.0	5.0	0.0	0.0	1.0	16.0	11.0	9.0	11.0	1.0	6.0	9.0	7.0	10.0	9.0	0.0	1.0	2.0	7.0	5.0	4.0	4.0	10.0	10.0	18.0	19.0	0.0	0.0	2.0	0.0	5.0	7.0	0.0	4.0	1.0	8.0	4.0	0.0	6.0	13.0	5.0	0.0	0.0	5.0	7.0	2.0	8.0	13.0	8.0	11.0	0.0	13.0	34.0	13.0	4.0	5.0	7.0	8.0	17.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_III	1.0	3.0	3.0	3.0	3.0	29.0	52.0	2.0	4.0	2.0	5.0	0.0	0.0	1.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	37.0	56.0	29.0	82.0	11.0	1.0	1.0	0.0	2.0	10.0	121.0	0.0	3.0	0.0	1.0	7.0	8.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	1.0	0.0	9.0	0.0	3.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	8.0	8.0	4.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_IV	9.0	5.0	10.0	13.0	14.0	39.0	59.0	10.0	13.0	11.0	4.0	1.0	1.0	1.0	1.0	8.0	8.0	8.0	9.0	9.0	2.0	3.0	0.0	9.0	0.0	14.0	47.0	7.0	5.0	0.0	8.0	4.0	10.0	2.0	23.0	29.0	12.0	3.0	3.0	1.0	1.0	1.0	0.0	1.0	1.0	10.0	10.0	2.0	0.0	13.0	14.0	18.0	2.0	3.0	3.0	18.0	9.0	12.0	12.0	1.0	19.0	3.0	7.0	8.0	19.0	5.0	4.0	8.0	0.0	0.0	3.0	8.0	23.0	9.0	9.0	14.0	6.0	5.0	5.0	23.0	7.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens	1.0	0.0	6.0	3.0	8.0	0.0	0.0	15.0	14.0	11.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	308.0	278.0	209.0	173.0	167.0	24.0	47.0	154.0	77.0	156.0	238.0	151.0	173.0	106.0	176.0	189.0	12.0	23.0	73.0	602.0	448.0	264.0	173.0	50.0	124.0	0.0	17.0	262.0	94.0	143.0	96.0	150.0	41.0	306.0	138.0	68.0	183.0	130.0	104.0	235.0	154.0	111.0	104.0	70.0	774.0	307.0	244.0	434.0	756.0	398.0	363.0	354.0	233.0	366.0	321.0	245.0	292.0	364.0	341.0	155.0	188.0	108.0	482.0	138.0	52.0	253.0	731.0	198.0	105.0	250.0	275.0	216.0	18.0	200.0	430.0	233.0	244.0	123.0	150.0	0.0	53.0	43.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor	1.0	3.0	8.0	2.0	8.0	20.0	16.0	5.0	5.0	6.0	0.0	2.0	1.0	0.0	0.0	4.0	5.0	9.0	8.0	9.0	1.0	5.0	1.0	15.0	2.0	18.0	5.0	3.0	28.0	1.0	14.0	6.0	8.0	6.0	11.0	16.0	9.0	1.0	2.0	1.0	1.0	0.0	1.0	4.0	10.0	8.0	5.0	4.0	0.0	6.0	9.0	12.0	5.0	8.0	2.0	10.0	9.0	5.0	5.0	5.0	69.0	35.0	3.0	13.0	10.0	9.0	6.0	0.0	1.0	5.0	0.0	1.0	29.0	14.0	21.0	27.0	4.0	19.0	15.0	38.0	11.0	4.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium	0.0	1.0	2.0	6.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	4.0	0.0	36.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Incertae_sedis	3.0	15.0	27.0	42.0	64.0	104.0	56.0	41.0	57.0	35.0	18.0	10.0	0.0	11.0	2.0	15.0	15.0	9.0	3.0	6.0	5.0	10.0	16.0	46.0	12.0	6.0	61.0	12.0	57.0	1.0	30.0	3.0	103.0	15.0	65.0	101.0	43.0	2.0	7.0	6.0	4.0	15.0	0.0	5.0	0.0	21.0	21.0	24.0	0.0	17.0	6.0	13.0	16.0	13.0	2.0	15.0	5.0	6.0	17.0	10.0	8.0	1.0	6.0	21.0	20.0	30.0	18.0	15.0	20.0	23.0	22.0	23.0	13.0	14.0	10.0	7.0	30.0	26.0	63.0	7.0	6.0	4.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter	38.0	54.0	120.0	96.0	158.0	146.0	268.0	76.0	153.0	58.0	28.0	24.0	15.0	75.0	10.0	25.0	59.0	33.0	19.0	18.0	5.0	40.0	246.0	31.0	198.0	79.0	91.0	26.0	60.0	4.0	55.0	32.0	207.0	59.0	31.0	40.0	43.0	11.0	21.0	8.0	19.0	48.0	9.0	19.0	7.0	50.0	68.0	115.0	0.0	42.0	17.0	23.0	22.0	59.0	36.0	120.0	98.0	128.0	123.0	151.0	48.0	23.0	87.0	443.0	383.0	212.0	2.0	44.0	127.0	128.0	81.0	137.0	39.0	49.0	59.0	41.0	147.0	151.0	217.0	27.0	77.0	11.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Papillibacter	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor	1.0	0.0	7.0	18.0	15.0	12.0	3.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	3.0	7.0	6.0	4.0	3.0	4.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	4.0	2.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	3.0	5.0	0.0	5.0	0.0	1.0	3.0	5.0	2.0	7.0	3.0	3.0	4.0	3.0	3.0	20.0	0.0	8.0	8.0	3.0	0.0	0.0	11.0	3.0	6.0	5.0	0.0	8.0	2.0	4.0	9.0	11.0	7.0	3.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	190.0	149.0	78.0	67.0	84.0	276.0	111.0	67.0	70.0	17.0	75.0	89.0	15.0	6.0	4.0	113.0	259.0	86.0	14.0	107.0	423.0	377.0	71.0	113.0	32.0	146.0	40.0	127.0	129.0	18.0	164.0	13.0	77.0	113.0	141.0	184.0	173.0	23.0	37.0	1.0	6.0	52.0	6.0	13.0	21.0	134.0	144.0	75.0	6.0	2.0	46.0	14.0	1.0	173.0	4.0	73.0	50.0	58.0	85.0	5.0	110.0	40.0	86.0	18.0	27.0	67.0	51.0	60.0	32.0	57.0	101.0	90.0	175.0	228.0	61.0	182.0	273.0	203.0	108.0	84.0	44.0	40.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Saccharofermentans	2.0	8.0	0.0	23.0	13.0	2.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	7.0	5.0	2.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	12.0	8.0	10.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter	10.0	39.0	18.0	24.0	35.0	126.0	69.0	29.0	30.0	16.0	14.0	9.0	0.0	10.0	6.0	6.0	18.0	10.0	3.0	6.0	2.0	3.0	20.0	38.0	6.0	6.0	3.0	30.0	0.0	0.0	0.0	10.0	121.0	4.0	45.0	17.0	27.0	1.0	1.0	0.0	0.0	2.0	0.0	6.0	0.0	6.0	10.0	1.0	0.0	0.0	4.0	0.0	0.0	12.0	0.0	25.0	7.0	12.0	23.0	9.0	7.0	9.0	15.0	234.0	162.0	96.0	0.0	5.0	36.0	18.0	10.0	19.0	5.0	5.0	0.0	2.0	19.0	23.0	44.0	0.0	11.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__unassigned	2.0	11.0	29.0	74.0	43.0	26.0	12.0	15.0	18.0	5.0	2.0	3.0	1.0	3.0	2.0	7.0	16.0	6.0	1.0	3.0	3.0	8.0	1.0	20.0	2.0	1.0	11.0	2.0	8.0	2.0	3.0	1.0	9.0	6.0	16.0	12.0	3.0	1.0	2.0	2.0	0.0	2.0	2.0	3.0	0.0	2.0	5.0	1.0	0.0	0.0	1.0	2.0	0.0	8.0	1.0	4.0	4.0	3.0	7.0	15.0	3.0	4.0	6.0	6.0	8.0	6.0	24.0	3.0	3.0	8.0	4.0	5.0	8.0	0.0	3.0	4.0	15.0	15.0	47.0	0.0	8.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__unassigned;g__unassigned	36.0	50.0	38.0	40.0	50.0	32.0	53.0	48.0	79.0	28.0	24.0	10.0	8.0	21.0	8.0	27.0	44.0	11.0	28.0	56.0	23.0	28.0	16.0	34.0	13.0	24.0	25.0	8.0	27.0	22.0	29.0	10.0	80.0	75.0	31.0	55.0	41.0	5.0	12.0	3.0	7.0	1.0	2.0	1.0	7.0	42.0	36.0	25.0	4.0	29.0	4.0	8.0	13.0	28.0	25.0	22.0	10.0	24.0	28.0	12.0	19.0	21.0	10.0	41.0	31.0	60.0	3.0	11.0	43.0	60.0	19.0	58.0	37.0	15.0	25.0	25.0	61.0	57.0	75.0	46.0	34.0	9.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Thermoanaerobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__unassigned;f__unassigned;g__unassigned	0.0	0.0	0.0	5.0	2.0	0.0	0.0	3.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	4.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	4.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_XVIII	0.0	2.0	1.0	0.0	0.0	1.0	3.0	2.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	0.0	6.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
