species	ERR2162200	ERR2162201	ERR2162202	ERR2162203	ERR2162204	ERR2162205	ERR2162206	ERR2162207	ERR2162208	ERR2162209	ERR2162210	ERR2162211	ERR2162212	ERR2162213	ERR2162214	ERR2162215	ERR2162216	ERR2162217	ERR2162218	ERR2162219	ERR2162220	ERR2162221	ERR2162222	ERR2162223	ERR2162224
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis	0	0	0	0	0.00478	0.0061	0	0	0	0.01193	0	0	0	0	0	0	0	0	0.00975	0.05544	0	0.00516	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis	0	0	0	0.02359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_macedonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0069	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae	0	0	0.0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00325	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	0	0.40788	0.07381	1.61333	0.03885	0	0	0.09205	0	0.00156	0.05485	0.00397	0.02531	0.00415	0	0	0	0	0.09767	0	0.00134	0.02283	0.03665	0.47309	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pasteurianus	0	0	0.08308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	0	1.70766	0.11205	0.38781	0	0	0.00522	0.05169	0.00429	0.0259	0.28198	0.0135	0.02432	0	0	0	0	0	0.00368	0.04965	0	0.02213	0.05497	0.79	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	0	0	0	0.01581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	0	0.01141	0	0.02825	0	0.00911	0.06821	0	0	0.07003	0.00437	0.08907	0	0.0363	0.00705	0	0.90797	0.00458	0.00511	0.00199	0	0.03057	0.00237	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis	0	0	0	0.04389	0	0	0	0	0	0	0.03185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum	0	0	0	0	0	0	0	0	0	0.0127	0	0	0	0	0.18483	0	0	0	0	0.00055	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118	0	0	0.19042	0	0	0.01194	0	0	0	0	0	0	0	0	0	0.02774	0.01705	0	0	0	0.07228	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme	0.02059	0.05648	0.04025	0	0	0.02801	0.04696	0.2049	0.07539	0	0.03897	0.10656	0.0511	0.04301	0	0.11559	0	0.12131	0.40652	0.00242	0.19405	0	0.00217	0.22104	2.10323
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae	0.02793	0.01569	0.2647	0	0	0.01151	0.13932	4.02385	2.65186	0.3635	0.00307	0.35087	0.0326	0.00611	0.02773	0.33048	1.92146	0.36517	1.50328	0.00205	0.12796	0	0.01343	1.7278	0.69949
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae	0	0	0.13577	0	0	0.00668	0.12152	0.00176	0.01033	0.07787	0	0.00481	0	0.00393	0.0023	0.01502	0	0.01209	0.03154	0	0.02842	0	0	0	0.42463
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme	0.02914	0	0.01397	0	0	0	0.05931	0.096	0.03074	1.54963	0	0.00078	0.11866	0	0	2.76431	0.45406	0.03865	0.09064	0	0.19676	0	0	0	3.19426
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi	0.02284	0	0.27382	0	0	0.01114	0.19852	0.0451	0.00563	1.90062	0.01315	0.04315	0.40297	0.00828	0.02948	0.01563	0	0.03339	0.03607	0	0.00733	0	0	0	1.95978
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hylemonae	0	0	0	0	0	0	0	0	0	0.00239	0	0	0	0	0	0.00183	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum	0	0.60145	0	0.13839	0.02301	0.00952	2.87791	0.11666	0.10893	0.44353	0.03427	0.00424	0.07531	0.0303	0.00074	0	2.41556	0	0	0.05071	0.0129	0.25635	0.03012	0	0.0784
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_methylpentosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02454
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile	0.13014	0	0.98537	0	0	0	0.19154	0	0	0	0.0036	0	0	0	0	0.00946	0	0	0	0	0.04287	0	0	0	0.2226
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02891	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens	0	0	0	0	0	0	0	0.03458	0	0	0	0	0	0	0	0	0	0	0	0	0.00416	0.00077	0	0.00153	0.02948
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32447	0	1.15388	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_L2_50	0	0	0	0	0	0	0	0	0	0	0.24391	0	0	0	0	0	0	0	0	0	0	7.66151	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum	0	0.00418	1.20572	0	0	0.02545	0.13543	0.59922	0.1798	1.82891	0.02688	0.12732	0.01749	0	0.04473	0.05389	1.90717	0.36367	0.33117	0	0.06416	0	0	0.10912	2.75609
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia|s__Finegoldia_magna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00584	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_micra	0	0	0	0	0	0	0	0	0	0	0	0	0.0988	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.33273	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_lacrimalis	0	0	0	0	0	0	0	0	0	0	0	0	0.01005	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA	0.00485	0.00455	1.84398	0.01267	0	0.0138	0	0.06221	0.04468	0.20245	0	0.00436	0.01771	0	0.00556	0.05545	0.19164	0.0825	0.22575	0.00656	0.02948	0.00132	0.01548	0.04833	0.50076
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii	0.32124	0	0.43572	0	0.00634	0.048	0.82539	0.03589	0.02226	0.0325	0.02176	0.2137	0	0.20241	0.37936	0.23394	1.20778	0.03671	0.02426	0.01169	0.09425	0	0	0	0.19407
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	0	0.00096	0	0	0	0.00374	0	0	0.0279	0	0	0	0.00425	0.0028	0	0	0.00172	0	0	0.01928	0.03358	0.01088	0.00422	0	0.02407
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	0	0	0.01091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105	0	0.00039	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	0.10731	0.7357	0.71032	0.5384	0.39948	0.13819	0	1.052	0.04781	0	0.20881	0	0.45568	0	0.12279	0	0	0.15122	0.46753	0.83033	0	0.6001	0.02292	0.11699	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	0.64414	0.26731	0.69308	0.03043	0.19746	0.3219	0.1374	0.20309	0.1889	0	0.0912	0	0.8085	0.22078	0	0.29986	0	0	0	0.32167	0	0.10872	0.54256	0	0.7418
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0073	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0.05725	0	0	0	0.04753	0.41222	0	0.95891	0	0	0.05654	0	0	0	0	0	0	0.17058	0	0.14437	0.00279	0.0465	0.0236	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale	0.36868	0.56595	0.10387	2.31689	0.63911	1.3963	1.0978	0.74583	0.05093	0	0.54671	0	3.63225	0	0.80237	1.18738	0	1.15164	2.18666	6.29001	0	0.31271	0.01655	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum	0	0.01379	0.18014	2.91957	0	0	0	0.2276	1.73177	0	0	0	0.52218	1.05622	0	0	0	0.91727	0.27915	0.04271	3.89143	0.64509	0.66656	0	3.85264
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31	0	0	1.16684	0	0	0	0.12481	0	0.008	0	0	0.01687	0	0	0	0.04081	0.0716	0.0079	0.06709	0	0.01712	0	0.0724	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0	0.09671	2.80986	0.11667	0.02913	0.00256	0	0	0	0	0.13444	0	0	0.02706	0	0	0	0	0	0	0	0.13668	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	0	0	0	0	0	0	0	0	0	0	0	0.02181	0	0	0.05917	0	0	0	0	0	0.00079	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0	0	0	0	0	0	0.05758	0.00459	0.00384	0.00618	0	0	0.21538	0.00499	0	0.01208	0	0	0.00521	0.003	0	0.02759	0.00529	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified	0	0	0.01761	0	0	0	0	0	0	0	0	0.01498	0	0	0	0	0.00664	0	0	0	0.02329	0	0	0.02274	0.00879
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	0	0	0.00797	0	0	0	0.04914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0	0	0	0	0	0	0	0.01783	0	0	0.0109	0	0	0	0.00115	0	0	0.03709	0	0	0	0	0	0	0.05057
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0	0	0.01915	0	0	0	0.02235	0	0	0.00777	0	0	0	0	0	0	0.10516	0.01865	0.0299	0	0	0	0	0	0.0392
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0.21369	0	1.01633	0.00119	0	0.0052	0.31899	0.13898	0	0.09156	0	0.16887	0.03113	0.0774	0.01895	0.33643	0.03032	0.15218	0.09246	0	0.00223	0	0	0.21665	0.01609
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	0	0.30331	0.61925	0.07916	0.09832	0.17122	0.47799	0.08737	0.10388	0	0.11054	0.00777	0.05942	0.05355	0.0174	0.00408	0.01471	0.01476	0.03575	0.26501	0.15779	0.06068	0.16147	0.01235	0.07809
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	0.07431	0.21642	2.93187	0.17787	0.45258	0.64245	1.29833	2.19499	1.21896	0.02552	0.0749	0.10398	0.64703	0.9053	0.7361	1.28133	0.02442	0.35283	1.32535	0.12403	0.10013	0.09307	0.33529	0	0.1303
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	0	0	0	0	0	0	0	0	0	0	0	0	3.48292	0	0	0	0	0	0	0	0	43.73811	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0	0.08377	0	0.0812	0.02478	0	0	0	0	0	0.03372	0	0.05217	0.03192	0	0	0	0	0	0.06846	0	0.04968	0.05123	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0	0.12282	0	0.43659	0.07313	0.38576	0	0.57149	0	0	0.21323	0	0.4676	0.30122	0.29614	0	0	0.2919	0	0.29885	0	0.23302	0.13343	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0.08977	0.14191	0	0	0.08762	0.06493	0	0	0	0	0.01943	0	0	0.15932	0.05193	0	0	0.04111	0.05695	0.02171	0	0.06902	0.11813	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0	0.29421	0.60957	0.15267	0.20204	0.05452	0	0	0.03049	0	0	0	0.7314	0.60439	0	0	0	0	0	0.53764	0	0.43228	0.25259	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified	0	0	0.09771	0	0	0	0.01483	0.04823	0	0	0.00799	0.01911	0	0	0	0.01561	0	0	0.07464	0	0.02366	0	0	0.33822	0.08312
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA	0	0	0	0	0	0.24344	0.17517	0.45721	0.24669	0	0.0287	0	0	0	0	0	0	0	0	0	0	0	0.0802	0	0.12892
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA	0	0	0.4157	0	0	0	0	0.00306	0	0.01489	0	0.00687	0	0	0.00589	0.01466	0	0	0	0	0.01075	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_46FAA	0	0	0.14199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA	0	0	0.00176	0	0	0	0.00711	0.01156	0	0.02177	0	0.02155	0.00167	0.44269	0	0.007	0.00391	0.17761	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA	0	0.05951	0.18461	0.02567	0.21454	0.09041	0.052	0.10649	0.0122	0	0.00089	0.03266	0.11491	0.01522	0	0	0	0.12989	0.08065	0.01572	0.00257	0.18709	0.11055	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	0	0	0.01315	0	0	0	0	0.00539	0	0	0	0	0.05881	0	0	0	0	0	0.41945	0.00084	0	0	0	0	0.10419
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_4_1_37FAA	0	0	0.10431	0	0	0	0.02726	0.00871	0.00222	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA	0.0108	0	0	0	0	0	0	0	0	0.00458	0	0	0	0	0	0	0	0	0	0	0.00296	0	0	0.032	0.04231
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA	0	0	0	0.01723	0	0.00513	0.19161	0.02343	0.02453	0.00146	0.00056	0	0.21192	0.01832	0	0.00741	0	0.0785	0.00066	0.02743	0	0.02345	0.01663	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA	0	0	0.18481	0	0	0	0.00963	0	0	0	0	0	0	0	0.00285	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA	0.19745	0.08165	0.01803	0.04722	0.00811	0.04311	0	0.33479	0.10794	0.10904	0.04731	0.40585	0.07394	0.14812	0.06878	0.23013	0.08125	0.21642	0.08546	0.23115	0.13063	0.01389	0.08253	0.42491	1.01732
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA	0.02678	0.12266	0	0.10081	0.04275	0	0	0	0	0	0.02995	0	0	0	0	0	0	0	0	0.25776	0	0.06028	0.02715	0	0.07162
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA	0	0	0.08075	0	0	0	0.00346	0	0.00091	0	0	0.0006	0	0	0	0	0	0	0	0	0.00186	0	0	0	0.08502
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0	0.04472	0.3171	0.71684	0.02129	0.13213	0	1.40002	0.21967	0.01566	0.04604	2.45242	0.29085	0	0.03461	0	0	0	0	0.11738	0.35645	0.23345	0	0.25612	0.64652
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.1092	0	0.33543	0.01681	0.06838	1.7571	0.13476	1.74195	0.46417	3.67772	1.3443	1.38813	1.03031	0	0.21205	0	0.05019	0	0.68824	0.51265	2.78932	0	3.29844	0.50712	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0.31011	0.0925	11.64281	0.13087	0.34649	1.16164	0.00761	0.11163	0.00477	0	0.09628	0	0.64414	0.56475	0.35787	0	0	0	0	0.43697	0	0.05181	0.02331	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified	0	0.02656	0	0	0	0	0	0	0	0	0	0	0	0.54769	0	0.02671	0	0.00485	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_KLE_1728	0	0	0	0	0	0	0	0	0	1.59949	0.78231	0.67876	0	0	1.53758	1.39036	0	0.40945	0	0	0	0	0	0	2.04127
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_KLE_1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35829	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified	0.06745	0.06206	0.07313	0.8285	0.08583	0.20304	0	1.66228	0.92917	0	0.54442	0.12015	0.38911	2.3229	0	0.15856	3.43891	0.46925	1.64525	1.1738	0.43279	0.1679	0.56997	0	0.12113
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii	0	0.00642	0.02416	0	0	0	0.93728	0	0	0.00263	0.00629	0	0	0.03896	0	0	0	0	0	0.071	0.02075	0	0.02569	0	0.00669
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_difficile	0	0	0	0	0	0	0.17903	0	0	0.048	0	0	0	0	0	0	0.09201	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Peptostreptococcaceae_noname_unclassified	0	0	0.0686	0	0	0	0	0	0	0	0.01696	0	0	0.0428	0	0	0	0	0	0.1087	0	0	0.03379	0.0951	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0	0	0	0.00414	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.01363	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	0	0.01032	2.06681	0	0.00371	0.00692	0	0.40466	0.0204	0.35337	0.0135	0.01549	0.02789	0	0	0.00711	0	0	0.08276	0	0.18953	0	0	0.08748	0.3042
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_unclassified	0	0.01442	0.31903	0	0	0.0084	0	0	0	0	0	0	0.0439	0	0	0.01309	0.73971	0	0.09489	0.0248	0	0.03164	0	0	0.0921
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0	4.76036	6.96043	18.45048	2.11783	5.82314	0	5.13081	2.54102	0	2.22216	1.79296	5.10717	5.97239	8.98954	0.96663	0.18901	3.5643	3.76114	5.18824	4.23857	7.12353	9.07669	3.51956	1.16966
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname|s__Ruminococcaceae_bacterium_D16	0	0	0	0.00831	0.01663	0.0011	0	0.74275	0.31533	0	0	0.00104	0	0.15127	0.00673	0.00179	0	0	0.05049	0.00496	0.0244	0.00284	0.11582	0	0.00059
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_albus	0	0	0	0.00114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01042	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	0	0	1.35697	0.20202	0.10366	1.53405	0	0	0	0	1.0612	0	0	0.65847	0.93916	0.34149	0	0	0	3.31926	4.89262	0.27227	1.45465	0	3.55178
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	0	0	0	0	0	0	0	0	0	0	0.1302	0	0	0	0	0	0	0	0.09175	0.13979	0	0.07842	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	0	0.49898	2.63866	0	0.14502	0.65461	0	0	0	0	0.18506	0	0.79992	0	0	0	0	0	0	0	0	0	0	0	0
