Taxon	SRR6000872	SRR6000875	SRR6000876	SRR6000879	SRR6000880	SRR6000881	SRR6000882	SRR6000883	SRR6000884	SRR6000885	SRR6000886	SRR6000887	SRR6000888	SRR6000889	SRR6000897	SRR6000898	SRR6000904	SRR6000913	SRR6000914	SRR6000915	SRR6000916	SRR6000917	SRR6000918	SRR6000919	SRR6000922	SRR6000923	SRR6000924	SRR6000925	SRR6000926	SRR6000927	SRR6000928	SRR6000929	SRR6000930	SRR6000933	SRR6000934	SRR6000935	SRR6000936	SRR6000937	SRR6000938	SRR6000939	SRR6000941	SRR6000948
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.0	1.0	2.0	0.0	1.0	33.0	6.0	0.0	0.0	3.0	1.0	22.0	0.0	26.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	2.0	2.0	78.0	5.0	1.0	0.0	138.0	1.0	0.0	5.0	1.0	0.0	8.0	0.0	6.0	0.0	4.0	2.0	3.0	5.0	2.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	269.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	6.0	0.0	2.0	2.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	5.0	2.0	2.0	6.0	13.0	15.0	160.0	63.0	3.0	11.0	2.0	44.0	25.0	781.0	1.0	6.0	3.0	62.0	4.0	2.0	3.0	21.0	38.0	117.0	8.0	2.0	3.0	984.0	7.0	46.0	19.0	10.0	290.0	114.0	0.0	7.0	4.0	213.0	359.0	91.0	193.0	16.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Anaerosporobacter	7.0	4.0	12.0	6.0	0.0	147.0	0.0	6.0	0.0	93.0	6.0	23.0	0.0	39.0	14.0	6.0	20.0	0.0	1.0	18.0	9.0	13.0	53.0	0.0	29.0	0.0	13.0	1.0	119.0	19.0	0.0	0.0	0.0	13.0	0.0	4.0	0.0	30.0	53.0	19.0	92.0	10.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Caloramator	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	9.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto	24.0	2.0	1.0	0.0	2.0	77.0	7.0	29.0	8.0	8.0	0.0	0.0	1.0	4.0	164.0	409.0	39.0	9.0	228.0	8.0	0.0	3.0	0.0	0.0	15.0	2.0	0.0	50.0	16.0	0.0	23.0	4.0	2.0	30.0	0.0	0.0	0.0	15.0	64.0	4.0	13.0	7.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_4;g__unassigned	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Anaerococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Finegoldia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Parvimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Peptoniphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Tissierella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Anaerovorax	3.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	1.0	0.0	13.0	0.0	0.0	22.0	3.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII;g__Mogibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium	56.0	16.0	0.0	40.0	0.0	10.0	120.0	24.0	188.0	27.0	186.0	55.0	102.0	82.0	235.0	183.0	30.0	26.0	101.0	63.0	4.0	54.0	498.0	1.0	39.0	2.0	23.0	148.0	87.0	26.0	638.0	0.0	359.0	17.0	49.0	0.0	0.0	78.0	43.0	23.0	78.0	132.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Gracilibacter	2.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	3.0	2.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	23.0	1.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Lutispora	3.0	0.0	0.0	7.0	0.0	4.0	2.0	2.0	2.0	11.0	1.0	5.0	1.0	1.0	0.0	6.0	0.0	9.0	5.0	2.0	0.0	4.0	1.0	0.0	20.0	0.0	3.0	7.0	0.0	0.0	2.0	0.0	5.0	0.0	12.0	0.0	0.0	4.0	12.0	0.0	9.0	5.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Incertae_sedis;g__Incertae_sedis	2.0	0.0	0.0	0.0	0.0	2.0	13.0	0.0	0.0	5.0	7.0	0.0	0.0	3.0	0.0	12.0	0.0	0.0	3.0	9.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	6.0	0.0	6.0	1.0	0.0	15.0	0.0	0.0	0.0	0.0	16.0	2.0	0.0	8.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Acetitomaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	5.0	8.0	51.0	342.0	28.0	8.0	37.0	105.0	31.0	63.0	190.0	165.0	0.0	79.0	107.0	116.0	145.0	1.0	185.0	67.0	32.0	88.0	14.0	5.0	150.0	3.0	250.0	67.0	120.0	10.0	39.0	21.0	9.0	0.0	5.0	103.0	0.0	141.0	1.0	264.0	4.0	257.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	465.0	120.0	353.0	115.0	219.0	225.0	298.0	481.0	285.0	192.0	352.0	631.0	132.0	633.0	60.0	241.0	272.0	63.0	772.0	158.0	276.0	461.0	65.0	2541.0	365.0	81.0	478.0	132.0	306.0	472.0	277.0	93.0	694.0	270.0	153.0	148.0	278.0	412.0	443.0	300.0	382.0	1131.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa	501.0	632.0	418.0	1135.0	543.0	414.0	353.0	505.0	248.0	276.0	645.0	537.0	671.0	1394.0	599.0	380.0	1572.0	214.0	468.0	842.0	327.0	454.0	414.0	612.0	452.0	111.0	669.0	304.0	344.0	553.0	128.0	323.0	387.0	422.0	392.0	284.0	103.0	569.0	479.0	791.0	566.0	579.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVb	25.0	50.0	14.0	15.0	1.0	7.0	1.0	11.0	32.0	13.0	54.0	54.0	28.0	28.0	21.0	10.0	25.0	18.0	23.0	33.0	7.0	1.0	17.0	0.0	50.0	55.0	5.0	82.0	16.0	14.0	0.0	0.0	140.0	6.0	3.0	24.0	94.0	38.0	67.0	143.0	12.0	62.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	22.0	205.0	7.0	0.0	0.0	25.0	25.0	15.0	3.0	169.0	105.0	99.0	27.0	14.0	113.0	35.0	45.0	0.0	79.0	45.0	22.0	80.0	8.0	33.0	57.0	1.0	53.0	123.0	25.0	16.0	26.0	0.0	6.0	14.0	19.0	13.0	0.0	54.0	67.0	90.0	18.0	388.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	109.0	135.0	37.0	106.0	1017.0	170.0	10.0	120.0	105.0	34.0	282.0	91.0	4.0	107.0	165.0	25.0	51.0	37.0	3.0	56.0	71.0	47.0	13.0	108.0	86.0	2.0	233.0	1.0	107.0	3.0	35.0	209.0	0.0	90.0	107.0	72.0	17.0	24.0	45.0	4.0	120.0	585.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia	2.0	1.0	0.0	0.0	0.0	5.0	0.0	4.0	1.0	2.0	3.0	20.0	4.0	9.0	2.0	4.0	14.0	0.0	0.0	4.0	0.0	13.0	2.0	0.0	18.0	0.0	2.0	0.0	28.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	7.0	5.0	0.0	0.0	37.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Howardella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Incertae_sedis	3.0	1.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	51.0	0.0	0.0	3.0	0.0	1.0	341.0	7.0	2.0	90.0	4.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	1.0	106.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	0.0	39.0	0.0	4.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	7.0	0.0	24.0	0.0	0.0	20.0	26.0	0.0	0.0	15.0	29.0	15.0	9.0	0.0	0.0	97.0	15.0	5.0	70.0	8.0	0.0	2.0	1.0	0.0	20.0	0.0	0.0	43.0	19.0	30.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	79.0	3.0	0.0	13.0	7.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lactonifactor	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	19.0	1.0	2.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Parasporobacterium	59.0	16.0	74.0	43.0	0.0	100.0	0.0	61.0	140.0	116.0	102.0	258.0	23.0	0.0	30.0	276.0	90.0	31.0	143.0	27.0	51.0	132.0	0.0	212.0	69.0	1.0	182.0	68.0	60.0	140.0	11.0	19.0	534.0	67.0	1.0	54.0	1.0	166.0	99.0	27.0	101.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	68.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	206.0	348.0	513.0	347.0	1.0	494.0	74.0	988.0	106.0	226.0	496.0	271.0	55.0	30.0	329.0	474.0	427.0	158.0	254.0	265.0	224.0	554.0	1.0	626.0	393.0	41.0	486.0	264.0	144.0	413.0	33.0	640.0	614.0	671.0	0.0	1362.0	0.0	360.0	627.0	613.0	198.0	258.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__unassigned	14.0	16.0	0.0	18.0	2.0	3.0	12.0	5.0	0.0	19.0	4.0	16.0	10.0	6.0	56.0	40.0	12.0	1.0	17.0	5.0	3.0	3.0	30.0	11.0	14.0	1.0	32.0	8.0	20.0	6.0	0.0	3.0	11.0	6.0	1.0	2.0	1.0	32.0	2.0	1.0	5.0	11.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1;g__Peptococcus	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	202.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Clostridium_XI	13.0	2.0	23.0	5.0	30.0	111.0	7.0	68.0	36.0	28.0	31.0	0.0	0.0	743.0	55.0	2.0	10.0	42.0	19.0	0.0	43.0	67.0	40.0	183.0	22.0	1.0	14.0	28.0	30.0	3.0	12.0	77.0	0.0	17.0	104.0	5.0	0.0	25.0	0.0	84.0	122.0	185.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Tepidibacter	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetanaerobacterium	4.0	10.0	2.0	1.0	0.0	19.0	1.0	3.0	0.0	5.0	13.0	0.0	38.0	1.0	0.0	41.0	7.0	4.0	28.0	7.0	1.0	10.0	1.0	0.0	5.0	13.0	19.0	51.0	18.0	87.0	2.0	0.0	4.0	12.0	6.0	1.0	0.0	9.0	41.0	28.0	71.0	41.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerofilum	1.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	4.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	5.0	28.0	0.0	6.0	8.0	1.0	54.0	4.0	10.0	17.0	2.0	27.0	34.0	12.0	4.0	22.0	8.0	56.0	9.0	31.0	14.0	13.0	3.0	0.0	15.0	5.0	4.0	23.0	8.0	4.0	5.0	0.0	82.0	6.0	35.0	0.0	0.0	17.0	11.0	0.0	4.0	16.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus	16.0	12.0	9.0	3.0	1.0	27.0	6.0	51.0	30.0	20.0	36.0	66.0	0.0	19.0	21.0	27.0	59.0	2.0	5.0	7.0	4.0	25.0	18.0	13.0	19.0	4.0	74.0	20.0	33.0	8.0	1.0	14.0	5.0	9.0	0.0	63.0	47.0	21.0	6.0	83.0	1.0	23.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_III	44.0	10.0	36.0	75.0	0.0	80.0	1.0	63.0	3.0	2551.0	13.0	65.0	7.0	504.0	25.0	84.0	81.0	21.0	83.0	42.0	0.0	37.0	43.0	0.0	68.0	0.0	71.0	10.0	91.0	62.0	15.0	0.0	83.0	3.0	0.0	44.0	0.0	174.0	19.0	6.0	47.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_IV	18.0	10.0	7.0	6.0	2.0	0.0	6.0	10.0	2.0	8.0	12.0	5.0	27.0	24.0	6.0	34.0	7.0	14.0	19.0	3.0	0.0	10.0	16.0	0.0	5.0	4.0	2.0	0.0	6.0	1.0	5.0	0.0	20.0	2.0	1.0	3.0	3.0	7.0	25.0	2.0	4.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	754.0	476.0	166.0	431.0	2.0	1101.0	34.0	511.0	88.0	806.0	344.0	503.0	53.0	722.0	439.0	309.0	734.0	447.0	284.0	582.0	631.0	141.0	859.0	0.0	625.0	286.0	1067.0	335.0	1098.0	431.0	115.0	1.0	272.0	146.0	2.0	656.0	305.0	1040.0	390.0	683.0	300.0	363.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Flavonifractor	17.0	25.0	107.0	29.0	35.0	1.0	78.0	33.0	71.0	16.0	50.0	66.0	192.0	8.0	7.0	13.0	18.0	56.0	17.0	13.0	80.0	9.0	66.0	10.0	11.0	156.0	13.0	4.0	28.0	54.0	8.0	20.0	52.0	9.0	113.0	7.0	17.0	7.0	17.0	81.0	26.0	228.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Incertae_sedis	21.0	3.0	0.0	17.0	4.0	33.0	19.0	9.0	11.0	29.0	8.0	33.0	155.0	2.0	40.0	73.0	6.0	10.0	96.0	3.0	20.0	18.0	7.0	4.0	9.0	5.0	14.0	42.0	13.0	23.0	3.0	7.0	83.0	6.0	10.0	0.0	0.0	52.0	11.0	0.0	29.0	114.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillibacter	56.0	236.0	70.0	66.0	9.0	230.0	155.0	30.0	11.0	602.0	41.0	189.0	94.0	1.0	125.0	540.0	42.0	299.0	174.0	268.0	20.0	511.0	41.0	2.0	117.0	26.0	73.0	116.0	525.0	63.0	2.0	0.0	35.0	84.0	33.0	1.0	6.0	418.0	77.0	47.0	224.0	169.0
