Taxon	SRR6000872	SRR6000875	SRR6000876	SRR6000879	SRR6000880	SRR6000881	SRR6000882	SRR6000883	SRR6000884	SRR6000885	SRR6000886	SRR6000887	SRR6000888	SRR6000889	SRR6000897	SRR6000898	SRR6000904	SRR6000913	SRR6000914	SRR6000915	SRR6000916	SRR6000917	SRR6000918	SRR6000919	SRR6000922	SRR6000923	SRR6000924	SRR6000925	SRR6000926	SRR6000927	SRR6000928	SRR6000929	SRR6000930	SRR6000933	SRR6000934	SRR6000935	SRR6000936	SRR6000937	SRR6000938	SRR6000939	SRR6000941	SRR6000948
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Rubrobacterales;f__Rubrobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	3522.0	5895.0	5831.0	4862.0	6436.0	2946.0	5284.0	5062.0	4756.0	1550.0	2531.0	4420.0	5467.0	1977.0	4564.0	1999.0	4402.0	4767.0	1829.0	4967.0	4885.0	5162.0	4509.0	1015.0	3598.0	7239.0	1009.0	941.0	3813.0	5302.0	72.0	6569.0	2253.0	3097.0	3506.0	5592.0	7494.0	2556.0	3328.0	3719.0	3411.0	2436.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	518.0	223.0	302.0	363.0	673.0	515.0	407.0	365.0	213.0	547.0	298.0	449.0	579.0	425.0	935.0	891.0	356.0	986.0	751.0	778.0	848.0	208.0	751.0	82.0	346.0	766.0	194.0	294.0	146.0	711.0	4.0	6.0	182.0	2021.0	2743.0	164.0	360.0	533.0	403.0	94.0	250.0	347.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	7.0	1323.0	4.0	0.0	0.0	504.0	0.0	1.0	1.0	1.0	2.0	517.0	0.0	704.0	5.0	1604.0	1.0	2286.0	35.0	0.0	1.0	16.0	0.0	0.0	332.0	4.0	0.0	799.0	201.0	1.0	2.0	0.0	186.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	316.0	87.0	1200.0	629.0	0.0	242.0	240.0	53.0	0.0	509.0	464.0	736.0	1343.0	163.0	88.0	913.0	437.0	239.0	918.0	590.0	1.0	421.0	292.0	13.0	300.0	265.0	110.0	1209.0	313.0	157.0	9.0	1.0	782.0	269.0	474.0	242.0	9.0	305.0	1094.0	782.0	1986.0	284.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__unassigned	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales;f__Flavobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Chitinophagaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Flammeovirgaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Sphingobacteriaceae	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	0.0	0.0	0.0	15.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__unassigned;o__unassigned;f__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	24.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	1.0	0.0
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_Incertae_Sedis_XI	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae_1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	33.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	41.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	1.0	2.0	3.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	2.0	0.0	0.0	2.0	6.0	14.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	50.0	1.0	0.0	0.0	829.0	0.0	0.0	0.0	4.0	0.0	91.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.0	1.0	2.0	0.0	1.0	33.0	6.0	0.0	2.0	3.0	1.0	22.0	0.0	26.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	2.0	2.0	83.0	5.0	1.0	0.0	138.0	1.0	0.0	5.0	1.0	0.0	8.0	0.0	6.0	0.0	4.0	2.0	3.0	7.0	2.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	316.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	6.0	2.0	3.0	6.0	13.0	15.0	160.0	64.0	3.0	13.0	2.0	45.0	25.0	788.0	1.0	6.0	3.0	64.0	4.0	2.0	3.0	21.0	39.0	118.0	14.0	2.0	5.0	986.0	7.0	47.0	19.0	12.0	292.0	114.0	0.0	7.0	4.0	213.0	359.0	92.0	193.0	21.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1	32.0	6.0	13.0	6.0	2.0	224.0	8.0	36.0	8.0	104.0	6.0	23.0	1.0	43.0	181.0	418.0	61.0	9.0	238.0	28.0	9.0	16.0	54.0	0.0	47.0	2.0	13.0	52.0	135.0	19.0	23.0	4.0	2.0	43.0	0.0	4.0	0.0	45.0	117.0	23.0	107.0	19.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_4	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	38.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII	3.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	1.0	0.0	13.0	0.0	1.0	23.0	3.0	6.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	0.0	0.0	11.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	7.0	0.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	56.0	16.0	0.0	40.0	0.0	11.0	121.0	24.0	188.0	27.0	186.0	55.0	102.0	85.0	235.0	185.0	30.0	26.0	104.0	63.0	4.0	55.0	498.0	1.0	39.0	2.0	25.0	151.0	87.0	26.0	639.0	0.0	364.0	17.0	49.0	0.0	1.0	78.0	43.0	23.0	78.0	133.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae	5.0	0.0	0.0	7.0	0.0	4.0	7.0	2.0	2.0	16.0	1.0	5.0	1.0	4.0	0.0	9.0	2.0	9.0	35.0	2.0	0.0	4.0	1.0	0.0	22.0	0.0	3.0	30.0	1.0	0.0	2.0	0.0	16.0	0.0	12.0	0.0	0.0	6.0	12.0	0.0	13.0	5.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Incertae_sedis	2.0	0.0	0.0	0.0	0.0	2.0	13.0	0.0	0.0	5.0	7.0	0.0	0.0	3.0	0.0	12.0	0.0	0.0	3.0	9.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	6.0	0.0	6.0	1.0	0.0	15.0	0.0	0.0	0.0	0.0	16.0	2.0	0.0	8.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	1419.0	1532.0	1491.0	2122.0	1815.0	1493.0	839.0	2295.0	952.0	1211.0	2262.0	2157.0	969.0	2303.0	1492.0	2055.0	2675.0	531.0	2106.0	1522.0	1031.0	1836.0	567.0	4148.0	1679.0	296.0	2390.0	1099.0	1295.0	1658.0	553.0	1312.0	2401.0	1551.0	682.0	2065.0	494.0	1927.0	1930.0	2238.0	1426.0	3320.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae_1	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	202.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	13.0	2.0	23.0	5.0	31.0	111.0	7.0	68.0	36.0	28.0	31.0	0.0	0.0	743.0	55.0	2.0	10.0	42.0	19.0	0.0	43.0	67.0	40.0	183.0	22.0	1.0	14.0	28.0	30.0	3.0	12.0	77.0	0.0	17.0	104.0	5.0	0.0	25.0	1.0	84.0	122.0	185.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	1308.0	1425.0	607.0	1297.0	462.0	2164.0	2062.0	989.0	596.0	4778.0	1100.0	1302.0	973.0	1810.0	892.0	1818.0	1139.0	1800.0	2020.0	1201.0	893.0	1294.0	1522.0	192.0	1394.0	535.0	2775.0	1140.0	3092.0	1109.0	691.0	123.0	1933.0	460.0	561.0	821.0	432.0	2256.0	802.0	1232.0	1053.0	1682.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__unassigned	16.0	41.0	4.0	7.0	1.0	1.0	70.0	3.0	0.0	209.0	8.0	4.0	3.0	14.0	86.0	38.0	174.0	6.0	63.0	34.0	9.0	6.0	36.0	3.0	141.0	3.0	6.0	15.0	20.0	73.0	6.0	1.0	34.0	0.0	5.0	30.0	2.0	563.0	44.0	54.0	9.0	5.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halobacteroidaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__unassigned;f__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	102.0	491.0	54.0	298.0	108.0	501.0	98.0	108.0	25.0	32.0	237.0	133.0	27.0	200.0	74.0	62.0	128.0	149.0	247.0	112.0	93.0	469.0	664.0	347.0	127.0	98.0	5.0	31.0	96.0	60.0	37.0	51.0	346.0	78.0	181.0	201.0	85.0	71.0	64.0	300.0	294.0	569.0
k__Bacteria;p__Firmicutes;c__Incertae_sedis;o__Incertae_sedis;f__Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae	413.0	32.0	95.0	0.0	0.0	106.0	78.0	0.0	1.0	33.0	6.0	296.0	39.0	453.0	75.0	167.0	0.0	181.0	0.0	86.0	0.0	82.0	0.0	3.0	36.0	447.0	191.0	91.0	0.0	71.0	0.0	0.0	0.0	66.0	92.0	48.0	82.0	40.0	162.0	465.0	91.0	0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae	802.0	7.0	3.0	49.0	308.0	274.0	0.0	221.0	41.0	1.0	209.0	1.0	2.0	2.0	17.0	0.0	177.0	7.0	102.0	0.0	92.0	2.0	1.0	316.0	1.0	0.0	451.0	0.0	185.0	12.0	2761.0	112.0	6.0	66.0	2.0	0.0	4.0	8.0	66.0	169.0	2.0	106.0
k__Bacteria;p__Firmicutes;c__unassigned;o__unassigned;f__unassigned	33.0	0.0	0.0	1.0	0.0	22.0	0.0	1.0	1.0	110.0	4.0	25.0	14.0	92.0	16.0	0.0	1.0	1.0	27.0	26.0	3.0	97.0	34.0	0.0	32.0	0.0	6.0	10.0	47.0	1.0	4.0	1.0	2.0	10.0	0.0	17.0	0.0	46.0	43.0	0.0	7.0	30.0
k__Bacteria;p__Fusobacteria;c__Fusobacteria;o__Fusobacteriales;f__Fusobacteriaceae	0.0	0.0	0.0	0.0	3.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	9.0	0.0	0.0	0.0	1.0	2.0	9.0	1.0	0.0	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteria;o__Fusobacteriales;f__Leptotrichiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Incertae_sedis;c__Incertae_sedis;o__Incertae_sedis;f__Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Victivallaceae	13.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae	24.0	0.0	0.0	0.0	0.0	27.0	0.0	242.0	0.0	1.0	164.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	74.0	0.0	0.0	0.0	231.0	0.0	0.0	23.0	0.0	32.0	0.0	0.0	0.0	2.0	0.0	153.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae	84.0	0.0	0.0	0.0	0.0	63.0	0.0	42.0	28.0	75.0	10.0	16.0	0.0	5.0	65.0	16.0	75.0	203.0	0.0	313.0	7.0	61.0	3.0	284.0	46.0	0.0	141.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	62.0	111.0	1.0	0.0	137.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
