species	SRR5930493	SRR5930494	SRR5930495	SRR5930496	SRR5930497	SRR5930498	SRR5930499	SRR5930500	SRR5930501	SRR5930502	SRR5930503	SRR5930504	SRR5930505	SRR5930506	SRR5930507	SRR5930508	SRR5930509	SRR5930510	SRR5930511	SRR5930512	SRR5930513	SRR5930514	SRR5930515	SRR5930516	SRR5930517	SRR5930518	SRR5930519	SRR5930520	SRR5930521	SRR5930522	SRR5930523	SRR5930524	SRR5930525	SRR5930526	SRR5930527	SRR5930528	SRR5930529	SRR5930530	SRR5930531	SRR5930532	SRR5930533	SRR5930534	SRR5930535	SRR5930536
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	0.02477	0.01908	0.0009	0.02788	0.11001	0.32993	0.13258	0.11385	0.17308	0.46284	0.01822	0.09479	1.8444	0.14861	0.26466	0.19619	0.20653	0.00296	0.17858	0.56506	0.13348	0.00148	0.0086	0.00819	0.00437	0.59402	0.3444	0.9631	0.25432	0.25167	0.05955	0.17921	0.01902	0.10158	0.07021	0.20668	0.0528	0.08238	0.1414	9.59751	0.01929	0.2243	0.34961	0.06637
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	0	0	0.00105	0.00146	0.00425	0	0.00073	0.00054	0	0	0	0	0.06727	0.00185	0	0	0.01182	0	0.01452	0.03494	0.00869	0	0	0.00062	0	0.02443	0	0.02837	0.05249	0.0619	0	0	0	0.016	0	0.00899	0.00041	0	0.00783	0.00339	0	0.0054	0.0015	0.00113
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sobrinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03658	0	0	0	0	0	0	0	0	0	0	0.04593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03413	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	0	0.43449	1.0025	0.02473	0.00517	0.11857	0.01027	0.0142	0	0.04942	0.0124	0.01284	0.03554	1.97909	0.00071	0.00654	0.05557	0	0.37053	0.08175	0.01832	0	0.00888	0.00413	0.22847	0.00387	0.02191	0.04959	0.00442	9.33379	0.01608	0.10756	0.29045	0.00495	0.01647	0.16746	0.0011	0.00359	0.10588	0.86178	0.03164	0.00934	0.00922	0.00044
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_tigurinus	0	0	0	0	0	0	0	0.00159	0	0	0	0	0	0	0.00039	0.00065	0	0	0	0.00526	0	0	0	0	0.0054	0.01349	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00607	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis	0	0	0	0.00234	0.00386	0.03445	0.07352	0.08704	0.00368	0.00727	0	0.03569	0.05656	0.00693	0.00666	0.06065	0.07209	0	0.04402	0	0.03586	0	0	0	0.28165	0.01643	0.62952	0.05126	0.08109	0.32378	0	0.00842	0.00451	0	0.01294	0.00643	0.01472	0.00208	0	0.07259	0	0	0.07724	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum	0	0	0	0	0.22253	0	0	0	0	0	0	0.00038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02151	0	0	0	0.00117	0.00022	0	0.42712	0.0014	0.01138	0	0	0	0	0	0	0.00027	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118	0.02296	0.00737	0	0.01756	0.01387	0	0.00992	0.00858	0.03545	0	0	0	0.00513	0.12428	0.04257	0.21129	0	0.02671	0.14467	0.00735	0	0	0	0	0.0361	0	0	0.00089	0	1.03465	0.0171	0.00566	0	0.15377	0	0.03808	0.00084	0.01107	0.00698	0	0.07887	0.05719	0.06196	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme	0.01471	0.0402	0	0.1796	0.01298	0.02717	0.13376	0.13579	0.01774	0.22133	0.01234	0.32025	0.03424	0.26299	0.07311	0.04064	0.0062	0.047	0.01614	0.02397	0.11087	0.00309	0.28977	0.00136	0.62712	0.04531	0	0.00051	0.09456	0.03131	0	0	0.02246	0.02331	0.26521	0.4728	0.03615	0.0438	0.00253	0.06373	0.04857	0.0162	0.04308	0.13486
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae	0.03434	0.03006	2.23135	0.34802	0.51429	1.14253	0.53672	0.55082	0.26323	0.12528	0.00909	2.24442	0.03825	0.28809	0.20749	0.04186	0.05012	0.88015	0.35898	0.61076	0.71433	0.00615	0.83026	0.01393	0.7353	0.17684	0.23661	0.00382	0.0423	1.31116	0.22785	0.31902	0.0341	0.07351	0.15894	4.54273	0.15499	0.20734	0.00452	4.44358	0.1219	0.40152	0.03858	0.51342
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01415	0	0.17683	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae	0	0	0.00166	0.03849	0.00751	0.01047	0.04228	0.03582	0.00208	0.10755	0.01049	0.04419	0.00507	0.03802	0.02239	0.01152	0.00165	0.0173	0.00122	0.00494	0.08175	0	0.19785	0.00109	0.02979	0.01176	0.09374	0	0.00611	0	0	0	0	0.00794	0.05903	0.03619	0.01825	0.01421	0.00317	0.21535	0.01818	0.0173	0.00951	0.0595
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme	0.00039	0.00142	4.61302	0.20249	0.00849	0.00869	7.22103	6.6277	0.01036	1.74686	0.0027	0.28932	0.00243	0.63683	0.02239	0.00103	0.01056	0.00219	0.00163	0.00205	0.25674	0	0.00783	0.00102	0.47731	0.01167	2.66109	0.0007	0.00557	0.01042	0	0	0	0.00535	0.01078	0.01485	0.28592	0.0026	0.00152	0.12389	0.00229	0.00479	0.0022	0.10284
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi	0.11201	0.03639	0.00052	0.04749	0.13803	0.02778	0.76342	0.7761	0.04636	0.1243	0.01028	0.16076	0.03157	0.04541	0.01892	0.53257	0.08917	0.06245	0.10071	0.00186	0.03239	0.25779	0.19299	0.01668	1.49078	0.01303	0.08333	0.04775	0.00772	2.91433	0.01294	0.0109	0.05363	0.01177	0.01265	0.02286	0.02289	0.01055	0.00314	0.52749	0.18193	0.02718	0.15494	0.09676
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hylemonae	0	0	0.00467	0.0364	0	0	0	0	0	0	0.00281	0	0	0	0	0	0.03735	0	0.00347	0	0	0	0	0	0.10339	0	0	0	0.00385	0	0	0	0	0	0	0	0	0	0	0.0293	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum	1.15756	0.75011	0.12504	0.01503	0.02569	0.92983	0.1007	0.07346	0.0665	0.00825	0.00843	0.06083	0.13499	0.07794	0.4677	0.80373	0.23999	0.45081	0.593	0.1432	0.15176	0.34506	1.34685	0.32777	0.01702	0.0587	2.31412	0.15797	0.06695	0.33815	0.02938	0.06364	0.49224	0.00324	0.14771	0.30369	1.0095	0.02253	0.03679	0.16372	0.15269	0.00896	0.7943	0.04624
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_methylpentosum	0	0	0	0.00134	0.01701	0.00087	0.0025	0.0006	0	0	0	0.02833	0	0.04367	0.03229	0.00253	0.05315	0	0	0	0.00506	0.00876	0.01536	0	0.08893	0	0	0	0	0	0	0	0	0	0	0.01044	0	0.00924	0	0	0.01015	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile	0.22785	0.11435	0.00474	0	0.04479	0.17886	0.24277	0.21783	0.00778	1.22062	0.00177	0	0	0	0	1.91118	0.00263	0.00078	0	0	0	1.03149	0	0.0007	0	0.68582	0	0.00168	0	0	0	0	0.38837	0.00546	0	0	0.00348	0.00344	0.00017	0.00104	0	0	0.43474	0.00065
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens	0	0.14574	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00567	0	0	0	1.12661	0	2.02664	0	0	0	0.00731	0	0.00748	0	0.00294	0	0	0.12823	0	0	0	0	0	0	0	0.14272	0.15241	0.00275	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens	0	0.00996	0.04659	0.05499	0.00301	0.01495	0.13361	0.14494	0	0.03126	0.00072	0.01076	0.00089	0.07406	0.02183	0.00646	0.00659	0.02305	0.0006	0	0	0.00199	0.00053	0	0.06583	0.04666	0.01507	0	0.00022	0.02054	0	0.00048	0.01521	0.00068	0.01266	0.07539	0.03653	0.00869	0.00168	0.08823	0.0161	0.00997	0.00318	0.18353
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_29733	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10782	0	0	0	0.10492	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442	0	0	0.56786	0.85056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18587	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_D5	0	0	0.13446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755	0	0	1.59597	0	0.11419	1.05635	0.41556	0.39684	0	1.71227	0	0.93062	0	0.11407	0	0	0	0	0	0	0.55371	0	0	0	0.11011	0	0	0	0	0	0	0.14136	0	0	0	0.73845	0	0	0	0.36044	0	0	0	0.2912
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum	0	0.0018	0.3859	0.19445	0.01801	0.01684	0.37535	0.36461	0.00459	0.58339	0	0.47381	0.00656	0.06321	0.14674	0.02976	0.02425	0.03803	0.02496	0.00938	0.12896	0	0	0.00361	0.17947	0.10053	0.08711	0	0.06833	0.16385	0	0.00092	0.00168	0.11196	0.06687	0.11939	0.15035	0.02923	0.00068	0.16259	0.04821	0.03528	0.01043	0.06488
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname|s__Eubacterium_infirmum	0	0	0	0	0.00365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_sp_CM50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_hydrogenalis	0	0	0	0	0	0	0.00877	0.0514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_lactolyticus	0	0	0	0	0	0	0.00615	0.02439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00481	0	0	0	0	0	0	0	0	0	0.00106	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_obesiensis	0	0	0	0	0	0	0.00656	0.05241	0	0.00208	0	0	0.00345	0	0	0	0	0.00667	0	0	0	0	0.06813	0	0	0	0	0	0	0.01466	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_prevotii	0	0	0	0	0	0	0.05141	0.24941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00477	0	0	0	0	0	0	0.07581	0	0	0	0	0	0	0	0	0	0.00082	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_vaginalis	0	0	0	0.00545	0	0	0.02634	0.12608	0	0.00413	0	0	0.00299	0	0	0	0	0.03396	0	0	0	0	0.03969	0	0	0.00155	0.00567	0	0	0.05933	0	0	0	0.0026	0	0	0	0	0	0.0028	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Clostridiales_Family_XI_Incertae_Sedis_noname|s__Clostridiales_bacterium_BV3C26	0	0	0	0	0	0	0.00714	0.01506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01072	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia|s__Finegoldia_magna	0	0	0	0.00097	0	0	0.02862	0.11646	0	0.00691	0	0	0.00464	0.00559	0	0	0	0	0	0	0	0	0.13913	0	0	0.00069	0.00972	0.00121	0	0.06233	0	0	0	0	0	0	0	0	0	0.00067	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_micra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12786	0	0.00088	0	0	0	0	0	0	0	0	0	0.00052	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_unclassified	0	0	0	0	0	0	0	0	0.00159	0	0	0	0	0.00098	0	0	0	0.61142	0.00218	0.00567	0	0	0	0.00089	0	0.0013	0.00042	0	0	0.00998	0	0.00214	0	0.00328	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_duerdenii	0	0	0	0	0	0	0.00525	0.03777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_harei	0.00062	0	0	0	0	0	0.01539	0.0363	0	0.00015	0	0	0	0	0	0	0	0	0	0	0	0	0.07608	0	0	0	0	0	0	0.02286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_lacrimalis	0	0	0	0	0	0	0.07765	0.15704	0	0.00781	0	0	0.00432	0	0	0	0	0.01341	0	0	0	0	0.03618	0	0	0	0	0	0	0.01853	0	0	0	0.00215	0	0	0	0	0	0.00059	0	0	0	0.00487
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_rhinitidis	0	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Bacteroides_pectinophilus	0	0	0	0	0	0	0	0	0	0	2.05696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00013	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA	0.00127	0.00084	0.10715	0.03368	0.00687	0.04138	0.38022	0.34517	0.00693	0.10959	0	0.31742	0.00925	0.12592	0.01998	0.017	0.03784	0.02828	0.00594	0.00752	0.02929	0	0.12005	0.00471	0.1519	0.03892	0.13372	0.00422	0.03913	0.00963	0	0	0	0.09752	0.03667	0.10958	0.01293	0.01328	0	0.03525	0.01303	0.005	0.0151	0.02461
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii	0.00863	0.09254	0.0999	0.04182	0.02704	0.00614	0.03762	0.03277	0.00388	0.71122	0	0.15335	0.04965	0.06223	0.04306	0.06965	0.01106	0.06847	0.01005	0	0.14571	0	0.1195	0.02801	0.03559	0.4744	0.39349	0.00217	0.15753	0.02029	0.0936	0.09821	0.0693	0.04738	0.02585	0.08929	0.31877	0.01372	0.00569	0.18682	0.12799	0.01988	0.06527	0.02132
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	0.00163	0.0634	0.00809	0.00133	0.04506	0.0028	0.00453	0.00357	0	0.00155	0.00416	0.05423	0.0041	0.01953	0.03972	0.00577	0.00769	0.00056	0.00452	0	0	0.00805	0	0.00246	0.01831	0.00738	0	0.00062	0.00052	0	0	0	0.06254	0.03731	0.02996	0.17337	0.03571	0.0153	0.00553	0	0.00024	0	0.00521	0.00015
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	0	0.01205	0	0	0.00112	0.05364	0.05263	0.05803	0.00558	0	0.00975	0.0598	0.00938	0.00129	0.01535	0	0.00624	0.07208	0.058	0	0	0.04537	0	0	0.15018	0	0	0	0.00019	0.02675	0	0	0.01018	0.01713	0	0	0.02675	0.00026	0	0.09538	0.07024	0.02356	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_brachy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0.0001	0	0	0	0	0	0.01194	0	0	0	0.00146	0	0	0	0	0	0.00226	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	2.24527	1.03083	0.01024	0.00877	0.17352	1.35825	0.0008	0	1.86666	0	0.48299	0	0	0	0	0.25073	0.88973	0	1.70603	0.12024	0	0.02405	0.14385	0.08284	0	0	0	0.002	0.01397	0.00536	0.00686	0	0.62218	0.00172	4.49795	3.94972	0.31842	0.81301	7.04526	0.00182	1.2497	1.4249	0.45195	0.00172
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	1.04791	0.5274	0.00801	0.04918	1.74614	6.488	0.00492	0.00416	1.0831	0.00613	1.05585	0	1.02423	0.00034	0.37013	0.22784	0.13771	6.66127	1.51412	1.33058	0.69163	0.02331	0.45145	1.17776	0.01118	0	0	0.84109	1.51609	1.64881	2.75907	1.79848	0.51247	0.80823	0.25402	0.00639	0.3636	0.81301	1.78969	0.00429	0.61625	1.24668	0.19421	0.34443
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	0	0.11864	0	0.02807	0	0.00188	0.37703	0.40682	0.00367	0	0	0.33508	0	0	0	0.04766	0	0	0	0	0	0.14951	0	0	0.08659	0	0.25744	0	0	0	0	0	0.13591	0	0.01425	0.02239	0	0.00015	0	1.16205	0.02243	0	0.04177	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0.00619	0.00434	0.00141	0	1.48218	0.05263	0	0.00049	0.02754	0.00151	0.32717	1.46122	0	0	0	0.11777	0.00247	0.46965	0.05369	1.54543	0.90114	0	0.00022	0.10339	0	0	1.4021	0.03533	0	0.00099	0	0.00063	0	2.58063	0	0	0.00575	0.00429	0.19525	1.12589	0.00068	1.00844	0.09289	0.00745
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale	0.03477	7.86896	0.00911	0.71026	2.15076	1.99457	3.61872	3.55993	4.51067	0.01769	4.14685	0.02681	9.60872	2.94346	14.74533	5.40001	0.06317	6.75259	1.98429	14.82615	17.64874	0.09423	0.05418	0.82863	0.03331	5.99432	0.03427	16.75796	8.93073	0.02971	4.24399	15.21174	6.35081	0.52998	5.34952	0.05631	0.04009	12.86145	13.89621	0.05157	5.30106	4.48176	6.2052	0.03289
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum	0.68506	2.94032	0.01136	0	0.00901	0.00529	0.04059	0.05962	0.0613	0.0085	18.33025	6.21839	2.31724	3.20798	10.3455	1.23254	1.86749	0.00078	0.00087	0.00073	0.00109	2.33192	0.00191	0.00995	1.39401	0.02244	0.02472	0.01285	1.42152	0.02446	0.00847	0.00117	2.51532	0.4997	0	0	1.39133	0.97723	0.25597	0.05461	0.00305	4.65412	2.0304	0.01065
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31	0	0.0126	0.0027	0.47096	0.00103	0.00235	0.84061	0.85642	0.00793	0	0	2.24127	0.00015	1.9233	0.75819	0	0	0.01914	0.5563	1.04235	0.04181	0.05226	0.01235	0	0.00945	0.00055	0.00061	0	0.10339	0	0.18715	0.22895	0.03303	0	0.05243	0.47561	0.18588	0.01065	0	0	0.10675	0.06582	0.00135	0.28638
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0	0.00049	0	0	0	0.12291	0	0	0.12987	0	0.16053	0	0.00044	0	0	0	0.0006	0	2.08377	0.96732	0.00401	0	0.00024	0.00977	0	1.03597	0	0.00201	0.00165	0.00307	0.54764	0.34849	0	0	0.00194	0	0	0.00106	0	0	1.02692	0.21644	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter|s__Pseudoramibacter_alactolyticus	0	0	0.01908	0	0.01546	0.01103	0.00862	0	0.0183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	0	0	0.01216	0.00465	0	0	0	0	0	0.00102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07676	0.01251	0	0	0	0	0.03562	0.00487	0	0	0.00018	1.61301	0.0009	0	0	0.06182	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0.01583	0.01883	0.00267	0.38236	0.05848	0.22762	0.00345	0	0.08061	1.20588	0.09705	0.1285	0.06293	0	0.21582	0.00458	0.01029	0.57542	0.31059	0.11184	0.00956	0.01101	0	0.03184	0	0.02161	0	0.04225	0.18677	0.00246	0.08951	0.05755	0.01665	0.12486	0.02138	0	0.65905	0.03349	0.57836	0.20213	0.0304	0.04913	0.00121	2.65442
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified	0	0.14825	0.67683	0	0.01003	0	0.27164	0.24781	0	0	0	0	0	1.3106	0	0	0	0	0	0	0	0	0.39595	0	0	0	0	0	0	0.14453	0	0	0.22162	0	0	0.46179	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	0	0	0	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0	0.00021	0	0	0	0	0	0	0	0	0	0.00188	0	0	0	0	0	0	0.01178	0.00217	0	0	0.00044	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0	0.07711	0.28326	0.10341	0	0.05506	0.35972	0.3687	0	0	0.00434	0.86075	0.56996	0	0.0562	0.06762	1.73428	0	0.77958	0.08869	0	0	0	0.00021	0	0.37901	0	0	0.03548	2.47027	0.01665	0	0.08497	0.00047	0.01623	0.12681	0.30946	0.0531	0.00122	2.02129	0.00551	0.27612	0.04734	0.00022
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0	0.01481	0.42774	0.03077	0.00613	0.00154	0.31849	0.30939	0	0.08812	0	0.01814	0.00705	0.26946	0.00759	0.0103	0	0.03594	0	0.0057	0.02571	0.00178	0.03708	0	0.98807	0.01035	0.00359	0	0.03186	0	0	0	0.0115	0.00582	0.08513	0.25486	0.00361	0.00542	0.00106	0.1057	0.00228	0.00463	0.00897	0.01682
