species	SRR5930493	SRR5930494	SRR5930495	SRR5930496	SRR5930497	SRR5930498	SRR5930499	SRR5930500	SRR5930501	SRR5930502	SRR5930503	SRR5930504	SRR5930505	SRR5930506	SRR5930507	SRR5930508	SRR5930509	SRR5930510	SRR5930511	SRR5930512	SRR5930513	SRR5930514	SRR5930515	SRR5930516	SRR5930517	SRR5930518	SRR5930519	SRR5930520	SRR5930521	SRR5930522	SRR5930523	SRR5930524	SRR5930525	SRR5930526	SRR5930527	SRR5930528	SRR5930529	SRR5930530	SRR5930531	SRR5930532	SRR5930533	SRR5930534	SRR5930535	SRR5930536
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0.01006	0.01545	1.12689	0.21034	0.92516	0.36731	0.00099	0	0.14603	0.00783	0.77073	0.00208	0.83245	2.7352	0.00185	1.06576	0.00806	0.00435	5.60438	0.15438	0.00288	1.36842	0.00458	0.33704	0.00369	0.00198	0.00192	0.77949	0.00749	1.35128	1.62854	2.74498	0.00203	1.16068	2.68847	0.00982	3.57952	0.5443	0.20431	0.46072	0.65217	0.94033	0.46871	0.00551
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	0.11742	0.00137	0.00028	0.97308	0	0.70269	2.26499	2.73479	0.11825	0	2.76401	0.00188	0.01053	0.00336	0.0033	0.20049	0.08194	0	0.05658	0.00213	0.00182	0.03087	0.00058	0.00485	0.77311	0.12515	3.92946	0.00164	0.1013	0.0998	0	0.00036	0.00137	0.10356	1.37513	0.01435	0.00109	0.38607	0.13694	0.58434	0.42419	0	0.27075	0.00051
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	0	0	0	0	0	0.00126	0	0	0.28992	0	0	0	0	0	0	0	0	0	0.34687	0	0	0	0	0	0.00722	0	0	0	0.0361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00496
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola	0.01205	0.01858	0	0	0	0	0	0	0	0.01378	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4959	0	0	0	0	0	0	0	0	0	0.01188	0	0	0	0	0.00027	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus	0	0	0	0	0	0	0	0	2.86941	0	0.00109	0	0	0	0	0	0	0	0	0	0	0	0	1.60216	0	0	0	0	0	0	0	0	0	0	0	0	0.00129	0.00016	0	0.00086	0	0	0	0.00271
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0	1.46656	0.00471	0.28468	0.07494	0.06097	0.03288	0.0518	0.3089	1.62003	0.05767	1.08731	0.01228	1.40789	0.53144	2.05802	0.01152	0.00872	0.35985	0.0323	0.01531	0.03687	0.0087	0.04517	0.67282	0.02348	2.43311	1.10109	0.00254	0	0.00292	0.01882	1.02221	0.00194	1.80377	0.13817	1.2176	2.84464	0.05103	0.25064	0.00716	0	2.45777	0.00747
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	1.16261	0	0	0.00453	0	0	0	0	0	0	0	0	0	0	0	0.08018	0	0	0.81698	0	0	0.13887	0	0.02144	0.00313	0	0	0	0.01142	0.42107	0	0	0	0	0.00718	5.81793	0	0	0.01845	0	0.00041	0	0.11284	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	0.00031	0.00183	0.13701	0.00378	0	0.00185	1.46589	1.86022	0.00087	0	0.03371	0	0	0.0027	0	0.01508	0.02074	0.00691	0.00053	0.00134	0.00864	0.15374	0.00426	0.07663	0.00641	0	0	0.11765	0	0.09437	0.00134	0.00578	0.00474	0.04783	0	0	0.02778	0.44119	0.04423	0.01299	0.09625	0	0	1.00279
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0	0.00036	0	0	0	0.08614	0	0.00079	1.01348	0.00028	0.00385	0.00253	0.00171	0.14606	0.00474	1.20775	0.00516	0.0028	0	0	0.00524	0.00774	0.00085	0.03431	0.00036	0.00156	3.0783	0.94266	0	0	0.00135	0.00318	0	0.04661	0.00861	0	0.00488	1.6947	0.4349	0.00271	0.44091	0	1.43228	1.0846
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0	0.53223	0.01683	0.00209	0.01323	0.23593	0.04097	0.0037	0.89962	0.00029	0.61372	0.44266	0.001	0.00072	0.00038	0.3365	1.85678	3.54708	0	0.00305	0.00226	0.94324	10.40116	0	0.00294	0.00078	0.0018	0.01082	0.30036	0	0	0.00419	0.36979	0	0.06707	1.75435	0	0.00085	0	0	0	0.25208	0.05915	0.00148
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_gallinarum	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00064	0	0	0	0	0	1.91722	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_intestinalis	0.00049	1.43045	0	0.00416	0	0.04541	0	0.00311	0.34266	0.00025	2.69433	5.67912	4.07679	0.00508	0.00315	0.00642	0.00948	6.47359	0.00485	0.00387	0.00374	0.01071	0.00045	0.00531	0.00194	0.47127	0.00462	0.00104	0.00504	0.40228	0	0.00345	1.04344	0.00192	0.00762	0.00581	1.14694	0.00848	0.00125	0.00173	0	0	0.01052	0.00179
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	0.00657	0.01236	0.01239	0.0012	8.80052	0.92571	0.83678	0.95913	0.00068	0.00621	0.02103	0.00986	0.00695	9.44631	0.0078	0.01081	1.4409	0.00942	0.48667	0.0046	0.00535	0.76914	0.01014	0.00832	0.00546	0.00759	0.0116	3.84355	3.44185	0.09481	0.01379	0.00452	0.0082	5.86921	0.00202	0	0.01097	5.97179	0.99783	0.01496	0.01239	0.01113	0.00776	6.77648
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	0	0.33004	0	0	0.01022	0	0	0	0.05115	0	0.04472	0	0.06623	0	0	0.0683	0.34099	0.01789	0.0018	0	0	0.00726	0	0	0	0	0.19487	0	0	0.00334	0.00018	0	0.23875	0.00117	0.00844	0.41851	0	0.00555	0	0	0	0.13214	0.06627	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_oleiciplenus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00874	0	0.00046	0	0	0	0	0	0	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.13524	0.1276	0.011	0.59102	0.01257	0.05486	1.1175	0.97741	0.02811	14.97264	0.08692	0.01536	0.84674	0.35336	6.33547	0.15555	1.11005	0.97513	0.16146	0.20987	11.03691	0.23319	6.18248	0.00872	0.10252	10.03407	0.03384	0.24612	0.66192	0.08193	2.79261	5.01663	0.06904	0.57779	0.6495	1.68005	2.07026	0.47141	0.14168	0.42158	1.39139	0.655	0.21766	4.71081
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius	0.00228	0.00465	0	0	0	0.28059	0	0	0	0.00434	0.0038	0.00103	0.001	2.60121	0.00475	0.00164	0.00378	0	0.00587	0	0	0	0	0.56165	0	0.00232	3.28571	0.0018	0	0.0097	0.00574	0	0	0.004	0	0	0.0053	0.00331	4.46206	0.0035	4.99616	0.00612	0.00193	1.87246
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	0.03703	0	0	0.73952	0	0.13465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07771	0	0.01799	0	0	0	0	0.00146	0	0	0	0	0	0.00045	1.25314	0	0	0.19356	0	0	0	0.00012	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_1_1_6	0	0	0	0	0	0.19171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05194	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_2_1_22	0	0	0	0	0.40601	0.18484	0	0	0	0	0.19949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_3_1_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_4_3_47FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08255	0	0	0	0	0	0	0	0	0	2.12197	0	0	0	0	0	0	0	0	0	4.3571
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0.00985	0.00924	0.00225	10.62093	2.37029	0.16861	0	0.0183	0.28808	0.0057	0.03508	5.42232	1.03645	3.25585	0.03684	7.95308	7.34758	11.32526	0.49368	0.0799	16.92337	1.66328	0.02404	0.35374	0.7678	12.17298	4.13181	2.2882	18.71381	0.12389	0.00603	0.03591	0.02549	0.65277	0.07613	0.04664	0.02545	0.42692	0.26943	0.02178	2.28813	0.00694	13.38624	13.13358
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0.00166	0.0045	2.11368	0.13758	0.16892	0.14432	0.0378	0.04167	0.63185	0.00106	0.09709	3.36096	0.88444	3.4651	0.02409	0.33133	0.00421	0.00482	0.07044	0.00847	6.65373	0.10512	0.00439	0.00288	0.94275	2.72709	6.43323	0.58982	2.82124	0.02646	0.01584	0.00187	0.00121	0.42188	0.39441	0.09068	0.95684	0.02328	0.09957	1.82171	0.02736	0.01431	0.45056	0.00508
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	0.64907	0.0118	6.24304	2.92903	0.46112	2.74843	8.79419	7.13574	1.74807	0.01156	0.95816	0.87592	2.50593	0.37487	3.46212	0.02831	0.36323	5.93906	1.69166	0.09196	17.06905	0.40041	15.61488	0.11563	0.03712	2.86396	7.02135	1.75896	7.42444	0.98527	10.40305	6.82175	0.03529	0.53747	3.26488	7.75815	3.50387	0.12439	0.11101	0.6547	0.54984	6.00709	0.0329	7.22546
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	1.10416	1.27271	0.01174	0.00925	2.96626	0.63176	0.40473	0.29534	1.59484	3.68096	1.17408	0.01506	7.38083	0.9667	3.70719	0.02071	0.67831	0.03655	0.32278	0.09211	5.08307	0.76904	0.03418	0.61562	0.06585	3.45597	3.01566	1.04414	3.61118	0.0844	6.12813	4.26021	1.22441	1.3504	1.31609	0.58601	5.0753	2.83974	0.48823	0.74229	0.94487	5.48174	0.03148	0.49758
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	0.00075	0.00564	0.00395	0.15686	0.44219	0.02546	0.00316	0	0.10407	0.00279	0.32336	0	0.08245	0.04409	1.62842	0.03951	0.25603	0.02976	0.31642	0.0021	0	0.0398	0.14476	0.00213	0.09265	4.27965	1.08337	0.59613	0.31981	0	0.75263	1.32516	0	0	0.0876	0.15651	1.00776	0.04194	0.01246	0.0284	0.00524	0.03939	0.05758	0.032
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_bacterium_ph8	0.32573	0	0.52603	1.2533	0.1047	0.94024	0.195	0.21738	0.18953	0	1.87155	0	0.18681	0	0	0.18282	0.15053	0	0	0	0	2.27246	0	0.08849	0.02111	0	0	0	0.00096	0.03573	0	0	0.00025	0	0.00035	0	0.00049	0.06711	0.05507	0.00047	0	0	0.21054	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis	0	0	0.00268	0.00149	3.73237	2.56126	0.00296	0	2.67096	0	0.00154	0	0	2.37668	0.00027	0.00159	0.00361	1.8165	0.34439	0.02443	0.00032	0.72772	0	0.51407	0.00214	0	0.00034	0.00198	0.00308	0.46738	3.75773	2.01495	0	0.06402	3.55372	0.00204	0.00203	1.91914	0.00263	0.00277	0.00427	0.00323	0	0.00233
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Butyricimonas|s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0.08757	0	0	0	0	0	0	0.00048	0	0	0	0	0	0.04363	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter|s__Coprobacter_fastidiosus	0	0	1.34143	0.57151	0.00107	0	0	0	0.0943	0	0	0	0.21143	0	0	0	0	0	0.00917	0	0	0.00131	0	0	0	0	0	0	0	0.01245	0	0	0	8e-05	0.23673	0.00773	0	0.04461	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas|s__Dysgonomonas_unclassified	0	0.00288	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_laneus	0	0	0	0	0	0	0	0	1.57128	0	0	0	0	0	0	0	0	0	0.41408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_splanchnicus	0.43912	0.37099	0.14917	0.21794	0.66775	0.70197	0.4478	0.52958	1.28001	0	0.32645	0	0.35306	1.29994	0	0.41042	3.29573	0.71594	0.07663	0	0	1.74896	0	0.31351	0.54694	0	0	0	0	0.33061	1.49747	0.49899	0.31634	0.19929	1.13833	0.555	0.47704	0.37205	0.28162	0.37285	0	1.61481	0.36622	0.31238
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.00843	0.01391	1.8843	3.22984	0.00348	0.37405	0.51542	0.44372	0.53211	5.38356	0.70693	0.01551	0.32927	4.43134	0.31065	2.55078	0.01151	0.00031	0.05855	0.04045	0.31404	0.95493	0.00346	0.00701	0.00243	0.012	6.68847	2.27437	0.01683	0.0206	0.01507	0.00347	0.00215	0.08857	0.09437	4.19368	2.24328	0.05879	0.01098	0.11261	0.01311	0.60437	3.64267	0.00702
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0.98865	0.00725	0	0	0.01236	0	0	0	0.42884	0	0.43812	0	0.08278	0.01045	0.82059	0	3.03516	0	0.0014	0	0	0.09949	0	0.00509	0.29561	0	0	0.00025	0	0.2086	0	0	0.01997	0.00432	0.6132	0	0.32196	0.05042	0.00158	2.24902	0	0	0	0.03222
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	0	0	0	0.00276	0	0.00121	0.96848	1.09893	0.00075	0	0	0.74659	0.00054	0.26744	0.92051	0.00076	0.00081	0	0.00016	0	0	0	0	0	0.00213	0.00349	0.00033	0	0.00323	0.00338	0	0.00037	0	0	0.00212	1.98584	0	0.35597	0.01422	0	0.0003	0	0.00097	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.00109	0.0044	0.86593	1.54098	0.58462	1.76688	0.00979	0.00315	0.51326	0.00243	0.01331	0.21372	1.55603	0.00732	0.00508	1.30529	0.82093	5.48535	0.19245	0.07295	0.00594	1.4038	0.00382	2.12993	0.25809	4.10095	0.00551	0.37765	4.03329	0.10357	3.9059	3.48147	0.00109	0.37551	3.69642	0.02031	0.00862	0.54411	0.75052	0.00868	2.76324	3.22645	1.2202	1.14656
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_sp_20_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31771	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_sp_D13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified	0	0.04224	0	0	0.28496	0	1.53352	1.16102	0.47842	2.56651	0	0	0	0	1.92369	0	0	0	0	0	1.93369	0	0.00966	0	0.91207	0	2.89533	0	0	0	0	0	0.04346	0	2.25808	0	0.66977	0.01626	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	0.0001	0	0	0.00967	0	0	0.10141	0.21461	0.56655	0.00079	0	0	0.00391	0	0	0	0	0.01623	0.0001	0	0	0	0	0	0	0	0	0.00837	0	0.0059	0	0	0	0.00206	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_bennonis	0	0	0	0	0	0	0.11455	0.8606	0	0.00742	0	0	0	0	0	0	0	0	0	0	0	0	0.00747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_somerae	0	0	0	0	0	0	0	0.00147	0	0	0	0	0	0	0	0	0	0.0378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00327	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis	0	0	0	0	0	0	0.00122	0.011	0.00879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	0	0.00016	0	0	0	0.00575	0	0	0.07333	0	0	0	0	0.47228	0	0.16471	0	0	0	0.05635	0	0	0	0.02978	0	0	0	0.75347	0.00059	0.0009	0	0	0	0.15663	0	1.00763	0	0.49135	0	0.00031	0.36274	0.12698	0.17012	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified	0.00436	0.00675	0	0.00361	0	0.01854	0	0	0.1321	0.00555	0.00656	0	0	0.68784	0	0.35395	0.00747	0	0.00027	0.12537	0	0.00893	0	0.05285	0	0	0	1.49605	0.00557	0.00707	0.001	0	0	0.28352	0.0063	1.91804	0.00237	1.03907	0.00057	0.00439	0.66314	0.268	0.48102	0.00179
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	0	0	0	0	0	0	0	0	0.00213	0	0	0	0	0.07	0	0.00895	0	0	0	0.00526	0	0	0	0.00416	0	0	0	0.09802	0	0	0	0	0	0.02035	0	0.00949	0	0.03846	0	0	0.00602	0.00018	0.00949	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bergensis	0	0	0	0	0	0	0	0.01912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	0.00125	0	0	0.01499	0	0	0.18981	0.11387	0	0	0	0	0.01104	0	0	0	0.00055	0	0	0	0	0	0	0	0	0	0.02242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae	0	0	0	0	0	0.00173	0.00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis	0	0	0	0	0	0	0.00295	0.04156	0	0.00493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00058	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0.00571	0.0103	0.00316	0	0.00448	0	0	0	0	0.00266	0.03628	0	0	0	0	0.02709	0.04589	0	0	0	0	0	0	17.38123	0.0707	0	0	0.03508	0	0	0	0	0	7.98008	0	0	0.03678	3.32798	26.88932	0.02874	0	0	0	0.03018
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens	0.01351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00856	0	0	0.29752	0	0	0	0	0	0	0	0	0.00581	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis	0.00523	0	0	0	0	0	0	0.00357	0	0	0	0	0.00358	0	0	0	0	0	0.00085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00227	0	0	0	0.00186
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0.03299	0.30403	0	0.00178	0	0.00123	0.00095	0	0.06771	0.00511	0.09008	0.51299	0.03787	0.17925	0.00243	0.12931	2.43553	0	0.02264	0	0	0.17941	0	0.02297	0.02758	0.00137	2.70322	0.59402	0.00105	0.78354	0.06284	0.0141	0.2987	0.01072	2.173	0.00416	1.76415	0.30634	0.0118	0.0051	0.45347	0.01304	0.06769	0.18932
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0	0.32342	0.10351	0.08656	0	0.21186	0	0	0.05821	0	0.08827	0.1697	0	0.68671	0	0.01073	0.73822	0	0.03959	0	0	0.01553	0	0.13523	0.10212	0	0	0	0	0.2226	0.03521	0.05087	0.27539	0	0.0988	0.68654	0.18624	0.39261	0.01605	0	0.00116	0	0.01232	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	0.36131	0.86535	2.17641	1.8032	0.01629	4.42064	1.69711	1.79431	0.15071	1.95786	1.52855	0	0.63684	0.00378	0	0.91157	12.78436	0.00057	0.08195	0.00137	0.00273	0.14595	0.00267	0.31646	0.1991	0	0.00017	0.8567	1.21249	4.35743	2.58051	0.75399	0.70084	0.07189	0.10282	1.05925	0.01851	0.03012	0.17705	0.01828	1.18004	0.0309	0.73196	0.01323
