kegglevel2	SRR6000915	SRR6000939	SRR6000948	SRR6000918	SRR6000925	SRR6000937	SRR6000938	SRR6000930	SRR6000927	SRR6000872	SRR6000881	SRR6000883	SRR6000885	SRR6000887	SRR6000904	SRR6000913	SRR6000917	SRR6000919	SRR6000922	SRR6000935	SRR6000936	SRR6000941	SRR6000875	SRR6000876	SRR6000897	SRR6000889	SRR6000914	SRR6000916	SRR6000933	SRR6000929	SRR6000879	SRR6000882	SRR6000880	SRR6000884	SRR6000886	SRR6000888	SRR6000898	SRR6000924	SRR6000923	SRR6000926	SRR6000928	SRR6000934
Human_Diseases;Immune_System_Diseases	0.000519033105015	0.00041524407832	0.000441175301998	0.000499385009655	0.000501048821983	0.000421614849196	0.000500950849186	0.000398950070871	0.000478631593948	0.000423032282444	0.000426383557207	0.000470785951606	0.00029609696559	0.000464828688963	0.00045560105346	0.000398396819425	0.000491123104392	0.000501793730046	0.000422166377335	0.000442724132937	0.000592877557801	0.000457524550085	0.000488127041749	0.000493648249199	0.000476548757347	0.00046798774455	0.000395291871954	0.000449041823471	0.000545306936309	0.0004444981826	0.000481584142447	0.000547340393513	0.000476258494907	0.000507770652532	0.000427281108893	0.00053390125771	0.000432751402136	0.000427811689082	0.000507010643864	0.000402457531948	0.000345905953328	0.000524935827627
Human_Diseases;Infectious_Diseases	0.00369316944381	0.00362797446395	0.00342042303478	0.00373032675466	0.00380584255707	0.00361785137488	0.00373779750751	0.00353042808398	0.00372610320999	0.00355747948607	0.00387191349009	0.0034198320517	0.00349435958646	0.00347694252285	0.00358633231912	0.00375169734918	0.00356042178638	0.0033893526991	0.00365313127157	0.0036592770464	0.00385867915228	0.00337888258907	0.0036219207621	0.00341760214559	0.00363757344089	0.00345173563126	0.00361355644223	0.00430649727343	0.00441165372978	0.00415942502039	0.00363664676316	0.00370636305561	0.00340022559814	0.00394997338864	0.00350151524465	0.00364930669716	0.0035722776997	0.00353481627639	0.00388916869496	0.00357748826333	0.00492675873636	0.00368474432924
Human_Diseases;Metabolic_Diseases	0.00112563932031	0.00108976625212	0.00100835801352	0.00116464761316	0.00108945679228	0.00106711077544	0.00110814528168	0.00113444766084	0.00109046462915	0.00107272997193	0.00108281907713	0.00103013450237	0.00104282988736	0.00109989800091	0.00104683700233	0.00122902669121	0.00110617071821	0.000994397559867	0.00106409447685	0.00106208833281	0.00118696853672	0.00121064243275	0.00116081863101	0.0011653926917	0.0011432842663	0.00101257488853	0.00104167818725	0.00109375629397	0.00104665286524	0.000993973735069	0.00113006879186	0.00109590490498	0.00113066775176	0.000997241722774	0.00104831165045	0.00118865001824	0.00106257692176	0.00101474252025	0.0011754400379	0.00110148545052	0.000735179440745	0.00108357911428
Human_Diseases;Neurodegenerative_Diseases	0.000923864285654	0.000840082520742	0.000793804856764	0.00105108654413	0.00107557038694	0.000834541776	0.00104909361561	0.000890735709233	0.00126899737851	0.000996207622544	0.00100802902966	0.00117248699479	0.0009082167557	0.000817531023832	0.000803557505688	0.00101348301322	0.000896285619668	0.000643964423924	0.000800904664503	0.000777310944254	0.000847695992386	0.00139794335756	0.000903865175266	0.000936669465255	0.000917656672399	0.000931496323626	0.00119516918009	0.000952665271709	0.00104133628131	0.00108295205544	0.000845277784488	0.000903399050904	0.000838551493442	0.00106696256122	0.00112912747946	0.00132382648863	0.00093993762916	0.000631779747031	0.00108029918515	0.000759421742453	0.00144191509848	0.00116569023433
Metabolism;Amino_Acid_Metabolism	0.0994814061332	0.0979817142166	0.0992475941637	0.0998415401718	0.098084404531	0.0977671120536	0.0976532336686	0.0991892773482	0.098703850378	0.0992110910171	0.0965587067288	0.099307862833	0.0960156395276	0.0995818763815	0.0978467167857	0.0996876526163	0.0992974828717	0.099540131518	0.100376556256	0.0986968387935	0.103180109795	0.0987013536768	0.0984054456262	0.10119109458	0.100370181463	0.0964558801634	0.0998197342907	0.0970188026264	0.0961607360437	0.0945739879323	0.0986156642817	0.0986677924294	0.100543764567	0.0986828063282	0.0982669905765	0.0992771722862	0.09888696181	0.0971699589475	0.101619135437	0.0987770862521	0.0928226657203	0.100338412883
Metabolism;Biosynthesis_of_Other_Secondary_Metabolites	0.0122993093346	0.0108146137056	0.00985343288934	0.0109337364904	0.010149767158	0.00991124869587	0.0102303922989	0.00946724527727	0.0111953437765	0.0105957811488	0.00998962820762	0.0105276163835	0.00966981813273	0.0109281318784	0.0106403585779	0.0110334379889	0.0112465505404	0.00940739452942	0.00990047103538	0.0106935269993	0.012079121852	0.0110500297152	0.0117587600692	0.0111760215946	0.0105535367125	0.00944242100822	0.00962796432634	0.0101602526414	0.00959397407269	0.0102403096577	0.0107260658677	0.012033877837	0.0103372696684	0.011039493805	0.00972172711665	0.0120556997721	0.0102612167441	0.00937806295757	0.0120731146	0.0104875062886	0.00797656025416	0.0111080773703
Metabolism;Carbohydrate_Metabolism	0.116302306403	0.115533490394	0.112141695183	0.117711012695	0.111892613468	0.109443011448	0.109646095829	0.111939174414	0.11523246444	0.114179915245	0.110299756781	0.112234851207	0.105437844788	0.116481933086	0.114277828827	0.119049004795	0.116648519431	0.109633285634	0.112120418655	0.112446369094	0.121997844479	0.116420427079	0.118023684999	0.115312569222	0.112489830344	0.109206646809	0.109334409649	0.112374008301	0.11001289708	0.114684662013	0.117389393366	0.12040152772	0.116500463798	0.112699716282	0.110483424126	0.119451442629	0.109480066809	0.105904500105	0.121520830349	0.114209759772	0.0988358661475	0.115621837581
Metabolism;Energy_Metabolism	0.0614245299145	0.0593620193051	0.0591389398087	0.0606165790316	0.0567581776984	0.0594508681699	0.0601336828418	0.0585846952562	0.0619869801409	0.0590685732023	0.0587409432093	0.0620125049063	0.0588929854811	0.0613593525729	0.0608217626628	0.0580907779538	0.0609865899876	0.0594758173231	0.0616615828172	0.0618358546445	0.0650898501935	0.0599641301333	0.0601061587264	0.0626244610128	0.0620956386425	0.0592295926103	0.0597844473422	0.0597022448481	0.0582321469707	0.0598298881391	0.0609957338701	0.0615778699485	0.0634446810652	0.0600824313521	0.0604939327907	0.0609792442615	0.0593161419242	0.0606076678701	0.0645132865804	0.0597287719848	0.0513980636507	0.0598970290283
Metabolism;Enzyme_Families	0.0215197421086	0.0219572779085	0.0216903024662	0.0220629715736	0.0206898902758	0.0216430348216	0.0215675091803	0.021459538686	0.0215587137711	0.0211055927445	0.021545586047	0.0215539363919	0.0215971646866	0.0218310524195	0.0216746721156	0.0216161590239	0.0217730707867	0.0221120329406	0.0221437918943	0.0222236393391	0.0228422885025	0.021292650374	0.0211641259408	0.0221287294265	0.0220039878782	0.0210566702882	0.0213352900561	0.0218921162683	0.0218025171565	0.0214959688297	0.0218100901639	0.0214054055665	0.021773592499	0.0210861925148	0.0219629789465	0.0213122128277	0.0210315993648	0.0226754514791	0.0226287096915	0.0218079290684	0.0203579912365	0.0214394448313
Metabolism;Glycan_Biosynthesis_and_Metabolism	0.0316415282121	0.0262956190905	0.0220501614645	0.0306395440669	0.0258817554374	0.0232998383295	0.0274849679228	0.0217048862883	0.0306540172149	0.0277586509393	0.0258784063285	0.0262615194954	0.0224492385499	0.0269469027872	0.0275744865568	0.0320697218876	0.0282355252722	0.0183681766932	0.0274017079921	0.0286948416841	0.0380060481762	0.0289118983275	0.0307091378046	0.0321380406395	0.0310804995085	0.0210072860714	0.0243577169405	0.0331420191931	0.0280948132598	0.0320057051037	0.028213542971	0.029165887622	0.0293673404335	0.031871088393	0.026247417087	0.035118271233	0.0247759086146	0.0216994290956	0.0402618374005	0.0265442013327	0.0299202000433	0.0358398466692
Metabolism;Lipid_Metabolism	0.0301462882727	0.028679166153	0.029398203788	0.0296935077696	0.0311425404222	0.0291180731257	0.029814976182	0.0293764349427	0.0299164293599	0.0302972495141	0.0293238745024	0.0295539253354	0.0290987637854	0.0293844545185	0.0291489574661	0.0309810048124	0.029778000157	0.0270664382368	0.0296358104773	0.0296918583245	0.0303988685091	0.029987791372	0.0317715461601	0.0304628406592	0.0297570265387	0.0286247022914	0.0304991228515	0.0299195795332	0.0286041737406	0.0296032904537	0.030001075787	0.0299896657833	0.0306026677742	0.0326844221642	0.0298474233646	0.0303021678289	0.030014457381	0.0279966063748	0.0307960097651	0.030231463829	0.0320286601035	0.0325467717572
Metabolism;Metabolism_of_Cofactors_and_Vitamins	0.0449967478074	0.0428747570131	0.043396139274	0.043560056909	0.0406151745857	0.0433912436268	0.0443084540305	0.0422668492714	0.0444537237622	0.0438604648024	0.0428050430355	0.0446562256411	0.0432605974577	0.0444080185726	0.044843284029	0.0430381607021	0.0438800314434	0.0438394328883	0.045277999287	0.0452817343996	0.0474059362017	0.0419753404995	0.0431414347047	0.045097728899	0.0454110600498	0.042815662383	0.0431833661853	0.0452039919202	0.0439107775647	0.0431342898579	0.0428966744509	0.0439924042949	0.0461249213539	0.0440230371788	0.0437264731435	0.0434579920798	0.0431594296946	0.0444064409229	0.0463006090542	0.0429426721525	0.0423075044821	0.0428905215501
Metabolism;Metabolism_of_Other_Amino_Acids	0.0163299601062	0.0156361270638	0.0143126253987	0.0158847821576	0.0147440046868	0.0145955425445	0.0153782027576	0.0141469410086	0.0159088689913	0.0147897322393	0.0152357393413	0.0154014893111	0.0138817033559	0.0154395938496	0.0154258895248	0.0154942450143	0.0159555213747	0.0142982678213	0.0149372085075	0.0159348743572	0.0168896085285	0.01540600846	0.0161015511935	0.0157779495552	0.0157183493133	0.0139744859931	0.013988285988	0.0158688109765	0.0163712695931	0.0160640292452	0.0153523555883	0.0159409430147	0.0156849157423	0.0151229230259	0.0144410065565	0.0165470786736	0.0146440619717	0.0141167547302	0.0172947133756	0.0145250385667	0.0150425869924	0.0150487232252
Metabolism;Metabolism_of_Terpenoids_and_Polyketides	0.0169003291724	0.0162828639591	0.0160113654023	0.0168301509394	0.0169927486785	0.0161112508511	0.0162876972463	0.0161887287113	0.0165091597633	0.016520729864	0.0157984865854	0.0160869925756	0.0161947256187	0.0165392354641	0.0163199602228	0.0168240166068	0.0164383774943	0.0151566212874	0.0169216526082	0.0162049810369	0.0175258052202	0.0167533573727	0.0161477979856	0.0170294775554	0.0168993874032	0.0157539053504	0.0167148327009	0.0163877965681	0.0154357095263	0.0158484354962	0.0166932948576	0.0164072255106	0.0164597281438	0.0169379451473	0.0169058372022	0.0172529275422	0.0166597411925	0.0167654755681	0.0177685850707	0.0168657131449	0.016002250679	0.0171138835583
Metabolism;Nucleotide_Metabolism	0.0395735290188	0.0396405352519	0.0389243400489	0.0402722094704	0.0394947010274	0.0400357842157	0.039653131996	0.0402675389212	0.0393627479225	0.0392498245519	0.0390199008226	0.0403665783989	0.0392896398839	0.0399380912112	0.0394134367441	0.0404781403423	0.0391449754631	0.0400923035257	0.0409320022376	0.0394010280854	0.0414247408315	0.0401785128582	0.0384610299233	0.0406801388207	0.0404224070883	0.0397370582451	0.0394337704659	0.0390446927228	0.0376399065011	0.0363436113238	0.0393784395712	0.038662381828	0.0399489220413	0.0374398622138	0.0408653321001	0.0391727147669	0.0389051627084	0.0413945756067	0.0407758728906	0.0399036175037	0.0346059993036	0.0374427332784
Metabolism;Xenobiotics_Biodegradation_and_Metabolism	0.015117845771	0.0153345570113	0.0161253038233	0.016607951728	0.0184658458739	0.0151694466487	0.0157517230763	0.0171574800016	0.014276011072	0.0162800286115	0.0147977451079	0.0146531851025	0.0155336024947	0.0159856115907	0.0150040791638	0.0169903717204	0.015993324771	0.015215201656	0.0158573455958	0.013856721125	0.0150180277975	0.0163620115163	0.0157091779536	0.0152999748807	0.0146883265177	0.0165303318313	0.0171965841568	0.015061413531	0.0152901779603	0.0167251047249	0.0158550267785	0.0175053125389	0.0156851706987	0.0177060145311	0.01613647051	0.0168718686053	0.0167836672573	0.0147522575673	0.0157376409283	0.0165945527938	0.0189903254937	0.0170066325523
Organismal_Systems;Circulatory_System	0.0	4.6052947688e-07	1.79242403304e-07	1.01796108902e-05	1.70734491816e-07	5.26287606487e-06	1.79131623013e-06	7.28608031035e-06	9.94123964094e-05	2.89489311164e-05	1.31546491433e-05	8.70699710872e-05	3.33612100643e-05	0.0	1.821055284e-06	3.32251948715e-05	0.0	4.1963014722e-08	2.12535514685e-07	0.0	0.0	5.93651151013e-05	1.81123206586e-07	2.0805630059e-07	6.71510696121e-07	0.0	6.45923739703e-05	6.37139588718e-07	0.0	0.0	1.73794349494e-07	0.0	1.33852093055e-06	0.0	6.10029160958e-05	5.75121575401e-05	1.78168463826e-06	3.43669853326e-07	4.1538221425e-05	6.47847931951e-07	9.97379404086e-07	1.1256665353e-05
Organismal_Systems;Digestive_System	0.000548224141774	0.000451702661906	0.000226024670566	0.000617201489794	0.000247565013133	0.00037358066289	0.000381426817968	0.000384080519217	0.000540438552016	0.00042013064133	0.000420578219088	0.000417604166091	0.000388521796586	0.00042397777642	0.000431387762832	0.000712775904692	0.000438150192332	0.00014947225844	0.000488831683774	0.000514302994623	0.000815176306448	0.000381922822306	0.000539083037202	0.000541362494135	0.00069590891808	0.000299026819088	0.000309463072948	0.000625741869409	0.000518803368683	0.000632487014214	0.000582384865154	0.000444354817721	0.000545861583296	0.000384918316593	0.000487971189522	0.000532265530818	0.000365047385883	0.000463209683975	0.00085672581689	0.00043736933717	0.000169000399026	0.000584908839146
Organismal_Systems;Endocrine_System	0.00375603540699	0.00327589967887	0.00274623260848	0.00384322030822	0.00301938257627	0.00328236391017	0.00324092344699	0.00328993786857	0.00363758149745	0.0033947851436	0.00307664392662	0.00332375102964	0.00361741961425	0.00344087749128	0.00338169966239	0.00421280195019	0.00346579290256	0.00258790108092	0.0036034688063	0.0034383882286	0.00432487554546	0.00348347826806	0.00363961046194	0.00377753954561	0.00374658201056	0.0029444559668	0.00324336980938	0.00356444203244	0.00303005607726	0.00334196538881	0.00364186059364	0.00360774172644	0.00366251196144	0.00346375177694	0.00329082055752	0.00391370559206	0.00331145886516	0.00320993370838	0.00436975980829	0.00379624491502	0.00210764738072	0.00376285307938
Organismal_Systems;Environmental_Adaptation	0.00149908327333	0.00155513128851	0.00157279234152	0.00139035128085	0.00145841402909	0.00166123100676	0.00157296095863	0.00158608550974	0.00153549334379	0.00150075577629	0.00157287607691	0.00165996826783	0.00169051766018	0.00149772435633	0.00158735318922	0.00143960568491	0.00152417515156	0.00144671689556	0.00153316035776	0.00170617977581	0.00121572661719	0.00139634869025	0.00150247737303	0.00142074712463	0.00154917517595	0.00162276196229	0.00156951899329	0.00139406142011	0.00150856085072	0.0013967039073	0.0015972280033	0.00142412818452	0.00158123939262	0.00146795714637	0.00161402245356	0.00137865605407	0.00172476971231	0.00167464591695	0.00127745302287	0.00153244829148	0.00134601891578	0.00138650848634
Organismal_Systems;Excretory_System	0.000312408148893	0.000278466823687	0.000204455834702	0.000332506142602	0.000430706211355	0.000226804897081	0.000311318406892	0.000268990189417	0.000288091167497	0.000341044050961	0.000249567780225	0.000204268916297	0.000238396351296	0.000271171434102	0.000254677953792	0.000409013605832	0.000295524639708	5.65661438453e-05	0.000308672412493	0.000304062271953	0.000418872969613	0.000334662681835	0.000307064209565	0.000349881345492	0.000285317433552	0.000170435081187	0.00034995946366	0.000347170282564	0.000246308604526	0.000360437602855	0.000372093702266	0.000350470292813	0.000332144408052	0.000503038984837	0.000289268528632	0.00046376128856	0.000317931725449	0.000140389135084	0.000511286637246	0.00032889080012	0.000612021554329	0.000491728664836
Organismal_Systems;Immune_System	0.000978494533132	0.00085259357153	0.000896212016518	0.000978744555264	0.00071099533542	0.000966531366198	0.000912088808764	0.000943473052432	0.000980906211013	0.000908078708702	0.000924160421502	0.000961473610888	0.000961244204382	0.000916068894466	0.000931301161537	0.000963530651273	0.000959451804201	0.000826083907817	0.000968595185589	0.000984593862722	0.00100726086928	0.000891491514811	0.00103789634814	0.000911217244483	0.00104957121804	0.000917491844233	0.0009396171901	0.000956771282391	0.000846051012067	0.000862243856201	0.00102011490008	0.000910584091076	0.00104481119493	0.000916518331735	0.000936942224138	0.000916203347024	0.000895692460643	0.000957005984896	0.00102669655382	0.000961118398601	0.000645599994267	0.000876206323669
Organismal_Systems;Nervous_System	0.0013124070508	0.00123145582118	0.00116591208602	0.00134988315559	0.0010702207062	0.00118506602946	0.00123606996832	0.00119214152126	0.00141206559319	0.00119945746059	0.00115563283929	0.00130494391588	0.00117757282918	0.00131663003901	0.0012654310829	0.00134313805015	0.00133218847634	0.00120232429782	0.00136079405535	0.00140199919169	0.00162173732296	0.00122448704445	0.00129140846296	0.00143773838918	0.00134876653931	0.0010962615751	0.00122162009364	0.00133997534836	0.00114044692792	0.00121455079456	0.00132819435028	0.00131582035675	0.00143323722116	0.0012632412585	0.0012240209045	0.00140679055662	0.00116225227902	0.00119751760392	0.00162579376945	0.00129987088391	0.000836912139962	0.00132121982729
Organismal_Systems;Sensory_System	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Unclassified;Cellular_Processes_and_Signaling	0.0443665325404	0.0437294229673	0.0428815940816	0.0443099270981	0.03945070844	0.0421387626611	0.0441425410858	0.0413932631117	0.0446396100502	0.0431686595768	0.0442933711561	0.043065360525	0.0419144012361	0.0439562655942	0.0435296961509	0.045275476583	0.0443542995304	0.039400627154	0.043603502812	0.0449729396409	0.0472860501953	0.0425814590496	0.0451446573695	0.0452412183943	0.0451322338863	0.0418301892805	0.0421223859801	0.0477187110836	0.0472058693182	0.0485691145169	0.0436970553618	0.0440497781712	0.0452545640536	0.0459640470786	0.0428454763288	0.0451350047191	0.04232025623	0.0418096142329	0.047621127439	0.0436744523831	0.0497687151042	0.0458564027225
Unclassified;Genetic_Information_Processing	0.02433269656	0.0243827331534	0.0245857245017	0.0249740065305	0.0266923458931	0.0252247143658	0.025183003028	0.0250763093	0.0233486954031	0.0252616875405	0.0249898808016	0.0236755689954	0.026482894429	0.0242197197952	0.0235328904167	0.0253731265764	0.024440417433	0.0244301118369	0.0246271985382	0.0238782350096	0.0236031035429	0.0249798836342	0.0238800080491	0.0245207527144	0.0241755788571	0.024826993651	0.0258848892407	0.0243832612669	0.0244762827588	0.0230716784957	0.0239431261467	0.0239865913313	0.0237038671591	0.0261717091422	0.02487380869	0.0243759292973	0.0257411857586	0.0248424617392	0.023877299759	0.0251675244773	0.028273822167	0.0251502671019
