species	SRR6000869	SRR6000870	SRR6000871	SRR6000873	SRR6000874	SRR6000877	SRR6000878	SRR6000890	SRR6000891	SRR6000892	SRR6000893	SRR6000894	SRR6000895	SRR6000896	SRR6000899	SRR6000900	SRR6000901	SRR6000902	SRR6000903	SRR6000905	SRR6000906	SRR6000907	SRR6000908	SRR6000909	SRR6000910	SRR6000911	SRR6000912	SRR6000920	SRR6000921	SRR6000931	SRR6000932	SRR6000940	SRR6000942	SRR6000943	SRR6000944	SRR6000945	SRR6000946	SRR6000947	SRR6000949
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_lactis	0	0	0	0.10427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_mesenteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_pseudomesenteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22016	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria	0	0	0	0.00823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38627	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_confusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06607	0	0	0	0	0.77986	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_unclassified	0	0	0	0.00377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01755	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis	0.00894	0	0	0	0.00125	0	0.00271	0.0019	0	0	0	0.01143	0	0	0.03271	0	0.01416	0.00581	0.00529	0	0.00802	0.12177	0	0	0.01601	0	0	0.03825	0	0.00084	0	0.00982	0.01079	0	0	0.00417	0.01829	0.07957	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus	0	0.00046	0	0.0231	0.00264	0	0.01067	0	0	0	0	0.62876	0	0	0	0	0	0	0.16251	0.00263	0	0.08113	0	0.00428	0	0	0	0.00082	0	0.0017	0	0.00548	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis	0	0	0	0	0	0	0.00567	0.00578	0.00595	0	0.14304	0.04708	0	0	0.0392	0.00168	0	0	0	0.00725	0	0.00812	0.01871	0.00392	0.00453	0	0	0.01045	0	0	0	0	0	0	0	0	0.21717	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus	0	0	0	0	0	0	0	0	0	0	0	0.05341	0	0	0	0	0	0	0.01176	0	0	0.00163	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0.00115	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	0	0	0	0	0	0	0	0	0	0	0.04375	0.23415	0	0	0	0.012	0	0	0.02746	0	0	0.01395	0	0.00456	0	0	0	0.0018	0	0	0	0.00773	0	0	0	0	0.0157	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius	0	0	0	0	0	0	0	0.00433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis	0.00014	0	0	0	0	0	0.00562	0.01386	0	0	0.00676	0.34187	0	0	0	0.00441	0	0	0	0.00144	0	0.01205	0.00215	0.00387	0.0033	0	0	0.00863	0	0	0	0	0	0	0	0	0.03724	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188	0	0	0.00265	0	0	0	0	0	0	0	0	0	0.00249	0	0	0	0	0.01019	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis	0	0	0	0	0	0	0	0.01379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae	0	0	0	0.02318	0	0	0.00438	0.01263	0	0.01512	0.00135	0.10486	0	0.00439	0.00734	0.01162	0	0.00133	0.00551	0.00826	0.00135	0.00261	0	0.00344	0.00469	0	0.00428	0.06213	0	0	0	0	0	0	0	0	0.00618	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans	0	0.08205	0	0.01571	0.01199	0	0	0	0	0	0	0.00821	0	0	0	0	0.00105	0	1.152	0	0	0.00612	0	0.01197	0	0	0	0.00037	0	0.11743	0	0.30249	0	0	0	0	0.15764	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oligofermentans	0	0	0	0	0	0	0	0	0	0	0	0.00228	0	0	0	0	0	0	0.00202	0	0	0.00165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	0.03792	0.02535	0	1.43326	0.03952	0	0.1439	0.21787	0	0.03826	0.96748	3.37444	0.0033	0.00131	0.02716	0.04025	0.00016	0.01181	0.66974	0.01002	0.00603	1.92641	0.13999	0.05082	0	0.00365	0.01126	0.01515	0.00119	0.00735	0.01869	0.05122	0.01505	0	0.00148	0.05859	2.98909	0.01435	0.02074
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_peroris	0	0	0	0	0	0	0	0	0	0	0	0.00324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pseudopneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius	0.04476	0.04115	0.00508	0.99884	0	0	0.24643	0.29786	0.0089	0.08577	3.05613	0.84822	0.00529	0.00195	0.09248	0.02695	0.01344	0.0184	0.09545	0.02252	0.01361	8.12604	0.0648	0.01042	0.02154	0.01586	0	0.23125	0.0069	0.01519	0.11027	0.11455	0.02937	0.00468	0.00233	0.08552	7.11278	0.08427	0.01676
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0.00626	0.0524	0.0327	0.04253	0	0	0	0.03554	0	0	0.00664	0	0	0.04848	0.00143	0.00093	0	0	0	0.00634	0	0	0	0.00989	0	0	0	0	0.01894	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sobrinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02866	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	0.08756	0.08918	0.06611	0	0.01925	0.03728	0.23774	0.01694	0.56311	0.0161	0.17583	0.05229	0	0.01294	0.07738	0.03034	0.00995	0.18786	0.14875	0	0.01343	0.01822	0	0.57659	1.15379	0.00736	0	1.91504	0.01188	0.12712	0.01023	1.86532	2.2553	0.08349	0.01175	0.00538	0.41352	0.01545	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_tigurinus	0	0	0	0.00344	0	0	0	0	0	0.00068	0	0.0173	0	0	0	0	0	0	0	0	0	0.00324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis	0	0.0161	0	0.04505	0.00503	0	0.00735	0.02979	0	0.0252	0.47564	0.33638	0.00144	0	0.00587	0	0	0	0.03004	0	0	0.98267	0.00737	0	0	0	0	0.01116	0	0.00223	0	0.10053	0	0	0	0	0.32707	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Butyricicoccus|s__Butyricicoccus_pullicaecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0534	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118	0.01943	0.00677	0.02007	0	0	0.02787	0	0	0.004	0.00751	0	0	0.0048	0.00142	0.00672	0	0	0.00974	0	0	0	0.00418	0.21919	0.05626	0.02595	0	0	0	0.00583	0	0.12645	0.06981	0	0.05703	0.07176	0	0	0.02559	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme	0.01978	0.0286	0.01173	0	0.02152	0.04448	0	0.14165	0.27098	0.01412	0.00378	0.02913	0.02739	0.00639	0.00324	0.28861	0.01656	0.00813	0	0.01105	0	0.53421	0.11971	0.00666	0.02585	0.00902	0	0.05922	0	0.00984	0.02581	0.06163	0.01152	0.00925	0.00932	0	0	0.0026	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae	0.87636	0.30104	0.14251	0.01584	0.00733	4.81406	0.07078	1.11307	0.33298	0.01994	0	1.22741	0.00468	0.31749	0.01745	2.34474	0.05144	0.2859	0.01209	0.32131	0	3.9709	0.26921	0.39629	0.0343	0.24401	0.02326	0.40959	0	0.20395	0.31076	0.83544	0.28926	0.04577	0.10622	0.18124	0.00459	0.00212	0.00575
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum	0	0.00533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01204	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae	0.0103	0	0	0.02599	0.00252	0.01277	0	0.02536	0	0.00319	0	0.01612	0.01465	0	0.00402	0.01995	0.01256	0.00643	0.01792	0.00555	0	0.02735	0.00133	0.00049	0.00148	0.00197	0.01903	0.00682	0	0	0.00207	0.00207	0	0.01287	0.00081	0.04342	0.01127	0.00215	0.00099
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme	0.0185	0.00414	0.11587	0.04479	0	0.45746	0.04776	0.27675	0.47303	0.00208	0	0	0.13169	0.00081	0.00266	0.68955	0.0579	0	0	0.00074	0	0.85696	0.03356	0.0231	0	0.07039	0.03681	0.01318	0	0	0.02587	0.0942	0.05656	0.00323	0	0.43264	0.04047	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi	0.01458	0	0	0.00739	0.03895	0.20126	0.00056	0.01041	0.07557	0.00675	0.0006	0.02917	0.01739	0.00326	0.02202	0.2415	0.02437	0.01794	0	0.00612	0.00011	0.73917	0.39562	0.01118	0.00172	0	0.01113	0.03652	0	0.00037	0.00555	0.00052	0.01428	0.01673	0.00478	0.10538	0.00199	0.00258	0.00018
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hylemonae	0	0	0	0	0	0	0	0	0	0	0	0	0.00375	0	0.01934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00775	0.00085	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum	0.08398	0.00205	0	0.04173	0.02503	0.12183	0	0.01053	0.01914	0.42842	0.00439	0.0941	0.16895	0.00232	0.0242	0.81236	0.30908	0.21171	0	0.08833	0.00953	0.47935	0.00794	0.01876	0.12314	0.10115	0	2.61534	0	0.00356	0.03616	0.57092	0.06616	0.90728	0.00306	0	0.07384	0	0.10521
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_methylpentosum	0	0	0	0	0	0.00338	0	0	0	0.00036	0	0	0	0	0.00242	0	0.0009	0	0	0	0	0.024	0	0.01301	0	0	0	0.03599	0	0	0	0.0079	0.02806	0	0	0	0.00218	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile	0	0.00079	0	0	0	0	0	0	0	0.03354	0	0.11201	0	0	0	0.3199	0	0	3.89408	0	0	0	0.18861	0	0	0	1.30298	0.00517	0	0	0	0	0	0.01151	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens	0	0.0826	0	0.00893	0	0	0	0	0	0	0	0.31738	0.00827	0	0	0	0.03142	0	0	0	0	0	0	0	0	0	0	0	0	0.12758	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens	0.00388	0.00259	0	0.00157	0	0.0219	0	0.00402	0	0.00156	0	0	0.00252	0.00292	0	0	0.02426	0	0	0.0005	0	0.01077	0.00322	0.0031	0	0	0.00406	0.01612	0	0	0.0901	0.00743	0.03182	0.00869	0.00161	0.00494	0.11791	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442	0	0	0	0	0	1.22767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18233	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33963	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755	0	0	0	0	0	1.35091	0	0	0	0.05719	0	0	0	0	0	0.21863	0	0	0	0	0	0.48015	0	0	0	0	0	0	0	0	0	0.55288	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum	0.03753	0.00036	0	0.01967	0.00593	1.16196	0	0.01485	0	0.00216	0	0.0412	0.08156	0.0039	0.00273	0.01941	0.15185	0.00189	0.06643	0.01332	0	0.73686	0.14557	0.09425	0.00183	0.00134	0.06583	0.20337	0	0	0.11176	0.00578	0.02883	0.01149	0	0.65621	0.01027	0.00177	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname|s__Eubacterium_infirmum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	0	0	0.00031	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_obesiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia|s__Finegoldia_magna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_micra	0	0	0	0	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_unclassified	0	0	0	0	0	0	0.00958	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136	0	0	0.00283	0	0	0	0.00048	0	0	0	0	0	0	0.01196
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_harei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_lacrimalis	0	0	0	0	0	0	0.00278	0	0	0	0	0	0	0	0	0	0	0	0.0219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA	0.01061	0.00411	0	0	0.00556	0.02648	0.01563	0.02042	0.00941	0.00239	0	0.00921	0.00184	0.00191	0	0.08571	0.0277	0.0062	0	0.0058	0	0.04032	0.0546	0.00439	0.00967	0.01039	0.00195	0.02897	0	0.00169	0.01885	0.00303	0	0.0059	0.00394	0.03716	0.00688	0	0.00876
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii	0.00061	0.00026	0.01983	0.07172	0.01055	0.00259	0.02735	0.02146	0.41816	0.01162	0	0.03854	0.00469	0.30018	0.12239	0	0	0.01568	0	0.10416	0.00332	0.09474	0.09185	0.03038	0.01824	0.00297	0.00065	0.53576	0.0128	0	0.05571	0.17923	0.14079	0.02809	0.00273	0	0.00625	0.00052	0.02447
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	0.00068	0.00525	0	0.00037	0	0	0.00272	0	0.00098	0.07513	0.00797	0	0.00163	0	0	0	0	0.00026	0	0.00805	0.00131	0	0.0204	0.00039	0	0	0	0	0.04108	0.00626	0.00142	0.0156	0.00252	0	0.00052	0	0.00229	0	0.00344
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis	0.02559	0	0	0.00774	0	0.0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04024	0	0.01578	0	0	0	0	0	0	0.02131	0.08494	0.01608	0.00034	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	1.52883	0.42299	0	0.29197	0.93659	0	0	2.24576	0.19087	0	3.33419	0.1147	1.2525	0	0.07953	0	0	0.20319	0	0	0.50409	0.06463	4.54061	0.25719	0	0	0.3011	0.17889	4.98993	0.47942	0.13909	0.04049	0	0	2.00554	0	0.00698	2.22224	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	0	0.43881	0	0.74685	0.27757	0	0	0.27159	0	1.46629	0.94104	0.15465	0.06205	0	0	0	1.13603	1.22125	0.20877	1.61535	0.16296	0	0.29123	5.89305	0.53459	0.17104	0.02801	0.33979	0.12816	0.61819	2.84371	3.53559	0	0	0.13821	0	0.44556	0.23398	1.36909
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	0.04208	0.00712	0	0	0	0	0	0	0	0	0	0	0	0.00927	0	0	0	0	0	0.00818	0	0	0	0.01093	0	0.00305	0	0	0	0	0	0	0.04275	0.03047	0	0	0.01615	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0	0.07532	0	0.01237	1.16537	0	0	0	0	0	0	0	0.38372	0	0	0	0	0.31047	0.66181	0.54494	0.27081	0.16488	0	2.55513	0	0.03068	0	0	0.02239	0.09836	0	0.13301	0	0	0.6006	0	0	0.22402	0.22236
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale	0	2.22744	0	0.9189	15.11325	0.00032	0	0	0	1.8141	0.23847	5.16848	2.24265	0	0.83906	0	1.19953	1.10128	11.22456	7.37342	0.98755	0	0	6.87391	9.5128	0.63963	0.18281	1.64739	3.52216	2.94962	1.83126	7.01766	0.00026	1.22658	0.91801	0	1.9148	7.60841	1.7696
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum	2.39963	4.52384	0	0.13796	0	0	0	0.04508	3.48218	0.06275	7.36435	0.46365	0	0	0	0	0	0	0	0	0.04547	0.05817	10.38164	0.14815	0	0	0	0	2.26243	6.00856	0	0	3.50561	0.13401	0	0	0	1.18516	0.55585
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31	0.55925	0	0.02144	0	0.00134	0.00259	0	0.06236	0	0.75707	0.02992	0.24932	0	0	0	0.00136	0.40305	0.07616	0	0	0	0	0.29412	0.02782	0	0.01866	0	0.00368	0	0	0.05152	0.00426	0.0386	0.24508	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0.28546	0.58984	0	0.00283	0	0	0	0.0163	0	0	0	0	0.00065	0	0	0	0	0.0004	0	0.7208	0.00043	0.24293	0	0.03809	0	0.06953	0.55224	0	0.10525	0.81266	0.83011	0	0	0	0.00111	0	0	0.04443	0.44404
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	0.00158	0	0	0	0	0.00382	0	0	0	0	0	0	0	0	0	0.00324	0	0	0	0	0	0	0	0	0	0	0	0.00184	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0.00138	0.00531	0	0	0.47184	0	0.0073	0	0	0.28765	0.00505	0.00324	0.10643	0	0	0	0.00016	0.10082	0	0.03946	0.03314	0.17033	0.006	0.44251	0.00414	0	0.00156	0.00119	0.05287	0.00876	0.30179	0	0	0.11193	0.03425	0	0	0.05929	0.0767
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_sp_3_2_56FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified	0.02992	0	0	0.02309	0	0.13661	0.00615	0	0	0	0	0	0	0.01658	0.01236	0.57604	0.02287	0	0.02487	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02811	0	0	0.00788	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	0	0	0	0	0	0	0.00623	0	0	0	0	0	0	0	0.02858	0.14448	0.00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0	0	0	0	0.00053	0	0	0	0.02326	0.00211	0	0.01583	0	0.00565	0.61939	0	0.56369	0.02427	0	0.01195	0	0.67245	0.01125	0.15346	0.02966	0.00589	0	0.29666	0	0.00314	0.01446	0	0.22807	0	0.00316	0	0	0.01287	0.02941
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0.00667	0	0	0.00364	0	0.19296	0.00755	0	0	0	0	0	0.00076	0	0	0.17108	0.00954	0	0.01294	0	0	0.30567	0.06133	0.00126	0	0	0.03165	0.00161	0	0	0	0.00353	0.60845	0.0025	0	0.02037	0.21186	0	0
