species	SRR6000869	SRR6000870	SRR6000871	SRR6000873	SRR6000874	SRR6000877	SRR6000878	SRR6000890	SRR6000891	SRR6000892	SRR6000893	SRR6000894	SRR6000895	SRR6000896	SRR6000899	SRR6000900	SRR6000901	SRR6000902	SRR6000903	SRR6000905	SRR6000906	SRR6000907	SRR6000908	SRR6000909	SRR6000910	SRR6000911	SRR6000912	SRR6000920	SRR6000921	SRR6000931	SRR6000932	SRR6000940	SRR6000942	SRR6000943	SRR6000944	SRR6000945	SRR6000946	SRR6000947	SRR6000949
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_3_2_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_4_3_47FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5033	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_stercoris	0	0	45.17414	0.00229	0	0	0	0	18.75036	0	5.95168	0	2.72001	10.98517	0.00143	0	0	0	0.56657	0.00033	0	0	0	0	0	0	0	0	0.00367	0	0.43952	0	0.1097	0	0.00335	0	0.7054	0	0.97135
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0.53342	0.11266	0	1.27052	0	17.13354	0.00061	10.17361	0.14671	0	0.17342	2.85468	5.26606	0.00108	1.32545	0	0	2.943	0	0.00106	0.30885	1.39807	0	0	0	0.03421	17.56425	0.00029	1.27032	0.0894	1.27154	0	0	0	4.62652	25.1353	0.73346	0	0.37236
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	35.77611	2.72203	14.22519	1.45276	0.00423	0.00602	22.83266	20.07339	0.63654	2.70997	1.99948	5.29494	9.27114	29.54914	14.28825	0.00453	11.05978	22.40692	2.11316	0.00093	2.26291	0.88306	16.26644	15.67994	17.57826	1.31915	0.01601	27.91815	0.00575	1.8802	18.17939	13.75161	48.48564	7.48471	0.00125	0	4.21296	3.64561	0.25434
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.00224	3.67705	12.29248	4.82326	14.14926	0.00152	2.03477	0.0064	17.98889	1.94714	3.26809	11.64648	12.96525	0.79828	0.00307	27.5424	9.94526	12.90715	0.7236	10.0909	2.87292	0.24443	24.10727	10.21426	17.52116	3.99148	0.00426	1.31365	4.55263	4.42045	0.009	5.97852	2.16851	13.12678	0.0059	0.00022	1.06808	11.28916	1.41998
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	2.78446	3.10836	0.07479	0.04879	2.90112	0.46901	0	2.13815	0.03304	0	0	0.01035	0.44177	0	0.00031	0.00155	0.06122	0	0	0	0.03364	0	1.34614	0.00014	0.11551	0.06547	0.77372	0	2.47136	3.93976	0.00066	0.05448	0.0049	0.0014	0.19741	0	0.06411	0.01746	0.37702
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname|s__Bacteroidales_bacterium_ph8	0	0.58426	0	0	0	0	0	0	0.07606	0.67327	1.51597	0	0.0093	0	0	0	0	0	0	0	1.86201	0.0091	0.22777	0.48566	0	0.14123	0	0	2.14425	0.774	0.21343	0	0	0	0.95241	0	0	3.46663	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella|s__Barnesiella_intestinihominis	0	1.50384	0	0	0	0	0	0	0.7774	3.92514	5.34209	0	2.34915	0	0	0	0	0	0	0	2.71092	2.79716	4.07635	0	0	0	0	0	5.08671	1.95791	3.23586	0	0	0	0	0	1.67642	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Butyricimonas|s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106	0	0	0	0	0	0	0	0.00661	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter|s__Coprobacter_fastidiosus	0	0.00386	0.07119	0	0	0	0	0	0.24413	0	0	0	0.71664	1.88787	0	0	0	0	0.05589	0	0	0	0	0	0	0	0	0	0	0.00829	0.44589	0.00182	0	0	0.93478	0	0.01353	0.23869	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_laneus	0	0	0	0	0	0	0	0	0	0	0	0	0.01935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_splanchnicus	0	1.11932	0	0.74322	0	0	0	2.67348	1.38834	0.41588	1.8998	1.64567	1.39605	0	0.14965	0	0	0	0	2.20445	0.41767	0	1.10182	0.31072	1.25391	1.41899	0	0.52624	1.7853	1.27865	0.5763	0.73083	1.10909	0	1.27251	0	0.79985	1.28516	1.47514
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_unclassified	0	0	0	0	0	0.03056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.00039	0.39654	0	0.93781	5.87401	0	0	2.4262	2.68352	0.13144	0.92573	0.64272	0	0	1.51677	0	6.77638	3.22659	0.30621	4.19294	0.70783	0.0628	1.78631	0	1.46646	5.37946	9.26834	0	0.73796	0.49096	0.86142	1.05433	0.77241	0.00115	1.81871	0	0	0.1346	0.43526
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0	0.01074	0	0	0	0	0	4.18571	0.457	0	0	0	0	0.36225	0	0	0	1.66086	0	0	0.04121	1.07237	0	0	0	1.08045	0	0	0.96231	0.01841	0.97299	0.0017	0.58949	0	0.00929	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	2.60542	0.00791	0	0	0	22.30331	0	0	0.00127	0	0	0	0.00302	0	0.10205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00404	0.00119	0.00083	0.00044	0	3.54722	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae	0	2.3277	3.32522	0.78691	0	0.03301	0.00021	2.7866	8.01035	3.142	2.49985	2.49754	6.47266	4.24005	2.70682	11.35457	0	0	0.73848	0	2.04315	0	0	0.62196	2.98226	1.00189	5.3929	13.90511	2.90046	1.548	4.57684	0	1.75732	0	0.0024	0	1.89485	5.01609	3.90353
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified	0	0	0	0.15428	2.68321	0	5.3937	1.1381	0	0	0	0	5.14874	1.33324	0	0	3.48916	4.4479	0	8.35411	0	4.38541	1.54853	0	0	0	12.09217	0	0	0	0	1.98642	0	0	1.04572	0	0.41383	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica	0	0	0	0.00044	0	0	0	0	0	0	0	0	0.02128	0	0.00092	0.00011	0	0	0.01506	0	0.00914	0	0	0	0	0	0	0.01148	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_bennonis	0	0	0	0	0	0	0.00032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_somerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01005	0	0	0	0	7e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_uenonis	0	0	0	0	0	0	0	0	0	0	0	0	0.00015	0	0	0	0	0	0	0	0.00079	0	0	0	0	0	0	0.00088	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	0	0	2.43792	0	0	0	0	0	2.86153	0	0.41847	0	0	0	1.00854	0	0	0	0	0	0	0	0	0	0	0	1.67113	0	0	0	0	0	0	0	0	0	0.17002	4.48486	0.74806
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified	0	0	3.0844	0	0	0	0	0	5.23688	0	1.02127	0	0	0	2.68328	0	0	0	0	0	0	0	0	0	0	0	6.04918	0	0	0	0	0	0	0	0	0	0.35803	6.06794	1.93841
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	0	0	0.40636	0	0	0	0	0	0.43816	0	0.0577	0	0	0	0.24634	0	0	0	0	0	0	0	0	0	0	0	0.17652	0	0	0	0	0	0	0	0	0	0.00266	0.93074	0.08439
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04353	0	0	0	0	0.01101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0.00265	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0.00202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171	0	0	1.8933	0	0	0	0	0	0	0.00457	0	0	0.00208	0	0	0	0.00249	0	0	0	0	36.39219
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_disiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00618	0.00777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01048	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	0.34725	0.23521	0	1.43415	0.08104	0	8.47047	0	0.16457	0.008	1.38286	0.1985	0.05448	0.06661	0.27301	0	0	1.89881	0	0.47604	0.24636	0.02386	0.38543	0	0	0.08129	0	0.65335	0.07189	0.22505	0	0.09025	0.09854	0	0.35896	0	0.00044	0.74652	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0	0.00823	0	0	0	0	0	0	0.22295	0	0.13437	0	0	0	0.2294	0	0	0	0	0	0.03543	0.38611	0	0	0	0.06385	0	0	0.12634	0.01234	0.76705	1.00435	0	0	0.12254	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	3.73457	6.31394	0	21.01342	7.74858	15.61259	17.40123	2.26845	2.01625	2.68158	0.11743	5.87769	0.08948	3.79126	0.18986	0.00395	0	1.64096	0.40421	1.74887	1.63651	0.54029	2.00731	2.07749	0.82413	0.67742	0	0.38912	0.81172	0.84367	11.72105	1.72382	1.16981	3.45096	4.19021	0	22.60245	0.27676	0.0001
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	0	3.67851	0	10.58847	0	0.21933	0.26368	0	6.30028	7.10351	6.23592	10.13425	1.03172	3.5464	5.37194	0	0	10.01656	0	6.7024	8.68175	2.63768	0	0	0	2.84059	0	0.00114	0.00558	4.05374	10.10765	9.97024	0	0	9.64905	0	2.2663	2.6969	6.12241
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis	0	0.00354	0.00343	0.00066	0	0	0	0	0.00059	0.00895	0.02344	0	0.04041	0	0	0	0	0	0	0.01581	0	0	0.00396	0.00158	0	0.02123	0	0	0.00054	0.00206	0.00972	0	0	0	0	0	0.07486	0.01561	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0	0.70254	0.16321	1.08426	0	0	0	0	0.88556	0.29609	3.88064	0	1.21373	0.2151	0.71402	0	0	0.8453	0	3.62491	0.00638	0.01596	0.71084	0.60588	0	0.61089	0.1169	0	0.90595	0.83231	0.61407	3.12082	0.8053	0	1.62085	0	0.91518	3.55552	1.53362
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AP11	0	0	0	0	0	0	0	0	0.96552	0.1949	0.43406	0	0	0	1.2646	0	0	0	0	0	0	0.58044	0	1.03951	0	0.28967	0	0	0	0.04334	0.50457	2.82804	0	0	0.56977	0	0	1.25646	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_HGB5	0	0	0	0	0	0	0	0	0	0	0	0	0.12869	0	0	0	0	0	0	0	0	0	0	1.23753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_unclassified	1.77878	0	0	0	0	0	0	0.59703	0	0	0	0	0	0	0	0	0	0	0.03506	0	0	0	0.40084	0	0	0	0	4.19473	2.46913	0	0	0	0.87724	0.09802	0	0	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname|g__Candidatus_Saccharibacteria_noname|s__candidate_division_TM7_single_cell_isolate_TM7c	0	0	0	0	0	0	0	0	0	0	0	0.00162	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0.00055	0	0	0	0	0.00255	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans	0	0	0	0	0	0	0	0	0	0	0	0.01945	0	0	0	0	0	0	0.00481	0	0	0	0	0	0	0	0	9e-05	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_morbillorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00239
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_sanguinis	0	0	0	0	0	0	0	0	0	0.00061	0.00184	0.10337	0	0	0.00344	0	0	0	0.01426	0	0	0.00052	0	0.01094	0.00209	0	0	0	0	0	0	0	0	0	0	0	0.0053	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00397	0	0	0	0	0.00078	0.00176	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis	0	0	0	0	0	0	0	0	0	0	0	0.00115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_defectiva	0	0	0	0	0	0	0	0	0	0.00074	0	0	0	0	0	0.00444	0	0	0.00094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	0	0	0	0.00383	0	0	0	0	0	0	0	0.02709	0	0	0	0	0	0	0.00503	0	0	0.00642	0	0.00197	0	0	0	0.01058	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified	0.00105	0	0	0.01242	0	0	0	0.0102	0	0.0006	0.00412	0.0229	0	0	0.00126	0.00245	0	0	0.00588	0	0	0.01167	0	0.00515	0.00274	0	0	0.01072	0	0	0	0	0	0	0	0.00131	0.00454	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00435	0	0	0.01198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02425	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0	0.18616	0	0	0	0	0	0	0	0	0	0.01829	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0.21099	0	0	0	0	0	0.00206	0.11733	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102	0.09527	0	0	0.48469	0	0.02867	0.00606	0	0	0	0.00402	0	0	0	0	0	0	0	0.00378	0	0	7.91511	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2214	0	0	0.00318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01281	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_animalis	0	0.18784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25184	0	0	0	0	0	0	0.00485	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei	0	0.00955	0	0	0	0	0.00512	0	0	0	0.03254	0	0	0	0.0137	0	0	0.16795	0	0	0	0	0	0	0.00506	0	0	0	0	0.01747	0	0	0.05262	0.02721	0	0	0	0.04856	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00046	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_curvatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06912	0	0	0	0	0	0.0107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum	0	0	0	0.00274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25994	0	0	0	0	0	0	0	0	0	0.00143	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri	0	0	0	0.00151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12212	0	0	0.04373	0	0	0	0	0	0	0	0	0	0	0	0.00454	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_helveticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00896	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_iners	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii	0	0	0	0	0.01138	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_oris	0	0	0	0.00497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01067	0	0	0.00853	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus	0.00123	0.00739	0	0	0	0	0.01205	0	0	0	0	0	0	0	0	0.01256	0	0	0	0	0	0	0	0.1167	0.00424	0	0	0	0	0.01119	0	0	0.0773	0.00019	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18289	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis	0	0	0	0.00215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01668	0	0	0.00541	0	0	0	0	0	0	0	0	0	0	0	0.00922	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici	0	0	0.00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02413	0	0.03249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_lolii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_pentosaceus	0	0	0	0.00684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00365	0	0.00191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_carnosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0211	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_citreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0.02341	0	0
