kegglevel2	SRR5367473	SRR5367482	SRR5367490	SRR5367491	SRR5367527.R1	SRR5367535.R1	SRR5367537.R1	SRR5367522.R1	SRR5367525.R1	SRR5367532.R1	SRR5367463	SRR5367536.R1	SRR5367465	SRR5367468	SRR5367467	SRR5367469	SRR5367466	SRR5367471	SRR5367477	SRR5367475	SRR5367470	SRR5367479	SRR5367480	SRR5367478	SRR5367487	SRR5367497	SRR5367508.R1	SRR5367526.R1	SRR5367524.R1	SRR5367534.R1	SRR5367539.R1	SRR5367492	SRR5367472	SRR5367500	SRR5367495	SRR5367506.R1	SRR5367514.R1	SRR5367540.R1	SRR5367543.R1	SRR5367519.R1	SRR5367513.R1	SRR5367531.R1	SRR5367464	SRR5367462	SRR5367518.R1	SRR5367517.R1	SRR5367520.R1	SRR5367530.R1	SRR5367533.R1	SRR5367516.R1	SRR5367529.R1	SRR5367496	SRR5367515.R1	SRR5367538.R1	SRR5367510.R1	SRR5367505.R1	SRR5367512.R1	SRR5367542.R1	SRR5367494	SRR5367498	SRR5367504.R1	SRR5367528.R1	SRR5367502.R1	SRR5367503.R1	SRR5367485	SRR5367523.R1	SRR5367489	SRR5367486	SRR5367474	SRR5367476	SRR5367483	SRR5367488	SRR5367493	SRR5367509.R1	SRR5367507.R1	SRR5367521.R1	SRR5367541.R1	SRR5367499	SRR5367484	SRR5367481	SRR5367511.R1	SRR5367501	SRR5367544.R1
Cellular_Processes;Cell_Communication	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellular_Processes;Cell_Growth_and_Death	0.00596486616077	0.00482404472045	0.00503213076052	0.00488173835176	0.00511417395111	0.00503822415121	0.00496141634657	0.00511348445622	0.00517896102117	0.00495068588594	0.00487317228894	0.00495863230473	0.00495073382485	0.00506475358783	0.00487325907775	0.00523051841126	0.00487472975039	0.00507697674026	0.00500838175211	0.00564183462318	0.00505243992027	0.00503189348923	0.00495455258859	0.00491956338724	0.0053536791669	0.00515475352282	0.00497934263912	0.00496025206888	0.00516932209614	0.0051069746495	0.00497522354108	0.00464040303221	0.00500528352285	0.00599104339013	0.00502588004081	0.00481864555298	0.00640846188257	0.0050285732735	0.00521239706196	0.00506997216524	0.00480955904185	0.00552178447913	0.00520947451929	0.00488793787262	0.00508471482446	0.00511231745406	0.00508687185103	0.00552482098914	0.00527482083535	0.00490953352319	0.00524666643701	0.0051555776233	0.00498529765048	0.00492467605916	0.00449864624841	0.00567514218332	0.00541845490332	0.0047886367968	0.00523460784289	0.00513085381517	0.00597829031734	0.00507628674206	0.00611314860366	0.00531588403367	0.00508381393049	0.00493963916519	0.00506979808036	0.00494737279732	0.00617861493106	0.00615153110819	0.00496391214695	0.00526842539275	0.00496620401424	0.00487667289841	0.00517522574722	0.00514985523469	0.00481304127104	0.00623924880414	0.00512317391301	0.0048335746443	0.00538756146013	0.00622791922172	0.00399213683314
Cellular_Processes;Cell_Motility	0.0163311815137	0.0136088675416	0.0141472245101	0.0154332809681	0.0232422012907	0.0186482597473	0.016463151884	0.0139055622998	0.0280373897086	0.0199376649039	0.0182932170104	0.0161988250433	0.021850754496	0.0213446414107	0.0186801963562	0.0205587203432	0.0223781692909	0.0157633674001	0.0220151502223	0.0186852625753	0.0225035252877	0.0135604128909	0.0159551965319	0.0153324177848	0.0149636508486	0.0212420790695	0.0213361067519	0.0279666081162	0.0184892301756	0.0109645463151	0.021984727131	0.0164981031543	0.0195572002591	0.0159012276646	0.017385518778	0.0153321962822	0.0124806995772	0.0270316081749	0.00918905493159	0.0225747316851	0.015217696741	0.0222950099727	0.0208545200408	0.0232705658471	0.0206141231532	0.0203767059199	0.0228644620195	0.0184765111847	0.0239788854605	0.00828276333621	0.0111077756539	0.0218352484986	0.0226579084315	0.0218970778051	0.014343280802	0.0185501755899	0.0121785765686	0.0264855519209	0.0221668008388	0.0218939468897	0.0177933907683	0.0133009029985	0.016772410517	0.0228320447516	0.0179826357756	0.0117765665074	0.0152718079523	0.021905370991	0.0146064533816	0.0140121059833	0.0186145348212	0.0206360169999	0.00938879757052	0.0204837619015	0.0187072756991	0.0165909421424	0.0157311775259	0.0124827111817	0.0222783243674	0.0254873038747	0.01102114706	0.00838737749893	0.00838445269375
Cellular_Processes;Transport_and_Catabolism	0.00294355592664	0.00264051873383	0.00349569754655	0.00381286734353	0.00289283041249	0.00319792252128	0.00334550280356	0.00428969522045	0.00228514404793	0.00288260556704	0.00344712513962	0.00326577561087	0.00249844966582	0.0029199624355	0.00233644228863	0.00296466355117	0.00248547749558	0.00445080603152	0.0026366877478	0.00273750957019	0.00430810002179	0.00404711729489	0.00425700118778	0.00382344166519	0.00338052095937	0.00202399668213	0.00252675511714	0.00317114245876	0.00279869518703	0.00318457180626	0.00252040272435	0.00308155657859	0.00238801925658	0.00365453646798	0.00301962242778	0.00303796081868	0.00387162873923	0.00260845467558	0.00221256996013	0.00251122861427	0.00387727007519	0.00304708228879	0.00266858071097	0.00292559094526	0.00296949098091	0.00282082599101	0.00253209536404	0.00304697763058	0.00248065326921	0.0062903101911	0.00203736290158	0.00271137750035	0.00253353270298	0.00238024109134	0.00300685856456	0.00296135145653	0.00338668486066	0.0033071690011	0.00286808813472	0.00182264137188	0.00305336311441	0.00306902456452	0.00315721882938	0.00259294618776	0.00373555902397	0.0055689569738	0.00352524672215	0.00389562485239	0.00344237117588	0.00323229959281	0.00264347459734	0.00326607134047	0.00761791740069	0.0031445608427	0.0028700384515	0.0031747011048	0.00428655605248	0.00384593911597	0.00351493110113	0.00263886130645	0.00376380213784	0.00411693622384	0.00604919744798
Environmental_Information_Processing;Membrane_Transport	0.0999179877185	0.112053157564	0.123709667711	0.122863228508	0.126738734413	0.116588214784	0.116813035168	0.10202704575	0.132575392283	0.124650203881	0.111066632596	0.118196511545	0.131986494867	0.121346900444	0.124528161259	0.117672715297	0.136822055644	0.104645802505	0.130448470112	0.110434742362	0.106249458349	0.121891753579	0.117454738279	0.105847915074	0.105119665026	0.130073494662	0.126368097146	0.123773065571	0.123930953071	0.116937185232	0.125959055029	0.123737642777	0.132304009126	0.0875091737852	0.121014183695	0.121003630218	0.109299556992	0.127964947965	0.152165308202	0.126469351261	0.11708428183	0.12535124156	0.128703109063	0.120965024597	0.121705321646	0.115650046479	0.124878482734	0.121719244361	0.127798649066	0.0812287395007	0.143329675266	0.123666477515	0.130489928304	0.125022234587	0.129787191581	0.103710128891	0.119774469912	0.123303629426	0.125955503625	0.133861410137	0.09655571008	0.117842535787	0.0901432775494	0.112842228866	0.109139279086	0.09547427926	0.11602558511	0.106709515002	0.0884590742046	0.0910453291783	0.114003846041	0.109672053734	0.0798554549006	0.116695896811	0.121367486811	0.116720063106	0.108274603144	0.0806783431808	0.111599272634	0.124726368075	0.111940249182	0.0760473257227	0.0916778558829
Environmental_Information_Processing;Signal_Transduction	0.0112317948471	0.0136052074167	0.0139167228239	0.0159618933251	0.0162618445766	0.0136289004767	0.0143839437014	0.0143107168239	0.016383853885	0.0156765770808	0.0146701885929	0.0147220008511	0.0167842623854	0.015553124405	0.0152441247334	0.0151907536791	0.0169561158306	0.0149743154763	0.0156860396526	0.0131764946378	0.0161349239583	0.0139261656227	0.0151820770626	0.0144265320641	0.013364601727	0.0148190121623	0.015385842867	0.017667276316	0.0147451887269	0.012452623118	0.015530695869	0.0165224017201	0.0152711049065	0.011601655525	0.0150878761307	0.0158728171747	0.01488982525	0.0165681938032	0.0144637655466	0.0155380263965	0.0147207528078	0.0157748540687	0.015042121567	0.0156227298385	0.0156528024708	0.0149634392537	0.0155195583733	0.0158151238737	0.0155788381664	0.0137328481648	0.0128273718089	0.0155081098974	0.0158902004831	0.0156639817927	0.0171356013385	0.0138596499454	0.0141435041469	0.0173230115172	0.0149839624284	0.0152623727761	0.0126097976532	0.0140477554389	0.0115549982085	0.0155172161469	0.0151842873325	0.0143039503889	0.0143122911397	0.0167863925576	0.0107372904852	0.0107007695316	0.0145746715066	0.015841221288	0.0134280996853	0.0155571868186	0.0147277506616	0.0161590699765	0.014533251087	0.0101957942217	0.0158049999285	0.0165539888731	0.0138845742864	0.00946999207083	0.0160054059272
Environmental_Information_Processing;Signaling_Molecules_and_Interaction	0.00182722622616	0.00161150074013	0.00192402840603	0.00195851848785	0.00155338708994	0.00181883469681	0.00180228884735	0.00194713819364	0.00138995459062	0.00153339196583	0.00183721201267	0.00181062692054	0.00145593605733	0.00170718404993	0.00165592511719	0.00164869859639	0.00146248716997	0.00197070904037	0.00164508115963	0.00160644274179	0.00183938619092	0.00229731451085	0.00212301060601	0.0019470503757	0.00179714878995	0.00139418022589	0.00142997370984	0.00162396103073	0.00158779445254	0.00213737965853	0.00150452611607	0.00169155400543	0.00149220960131	0.00200300550677	0.00168962375846	0.00174078362646	0.00151445186799	0.00149794444624	0.00278743442815	0.0014716788504	0.00189572344447	0.00145071273033	0.00153526500699	0.00157099040404	0.00170269313191	0.00171556327534	0.00147490302245	0.00149055451736	0.00137000408103	0.00262214799915	0.00216531322873	0.00156464273892	0.00143949281173	0.00144980912462	0.00183770946562	0.00182951130199	0.00163914583761	0.00162198115079	0.00155707028519	0.00131135496106	0.00193055229449	0.00175779806342	0.0019877294192	0.0017036655065	0.00188180077265	0.00225900978515	0.00185737188646	0.00194604329593	0.00192627406674	0.00201595312806	0.00154677739327	0.00175849115116	0.00251442871148	0.00168582597156	0.00146861300501	0.00193813651567	0.00209841069236	0.00211416045077	0.0017931949387	0.00139128643923	0.00171482497402	0.0022310170229	0.00293376861578
Genetic_Information_Processing;Folding_Sorting_and_Degradation	0.0269039160402	0.0243868898506	0.0243223323834	0.0245510353556	0.0237555251154	0.0241730677158	0.0241250274276	0.0255951315554	0.0232581541906	0.0243757923953	0.0248711309423	0.0244239554756	0.0242148418659	0.0239141309013	0.0239050559725	0.0247447681207	0.0236652671922	0.0252419784843	0.0234704958616	0.0264551999182	0.0248669462059	0.0240726380456	0.0243781296968	0.024825496214	0.0251294417437	0.0235134691988	0.0240083876808	0.0237495246546	0.0244420762764	0.0246064648994	0.0232076368203	0.0247409243299	0.0239158797837	0.0280280979935	0.0240941985717	0.0246768792639	0.0275667758554	0.0231330513673	0.0233456409914	0.0237805837274	0.0245717319188	0.0246818788999	0.0240670922897	0.0241225236499	0.0240684289881	0.0245372905863	0.0238939329886	0.0253431272781	0.0237942858015	0.0268729865649	0.0240469282431	0.0238987799688	0.0232790898298	0.0233457466945	0.023896875395	0.026608089797	0.0255007012437	0.0241867728799	0.0237245020277	0.023473253803	0.0272805903236	0.0252004952325	0.028004339792	0.0257676179588	0.0248877376696	0.0254574222551	0.0251775406892	0.0255241269563	0.0284102060334	0.0279626248038	0.0243103023301	0.0255830508236	0.025759764718	0.0245793571297	0.024428920617	0.0256505625355	0.0255687326767	0.028879832047	0.0250643759505	0.0240037930802	0.0251260414716	0.0295064408642	0.0283512799586
Genetic_Information_Processing;Replication_and_Repair	0.10181834002	0.0936929249261	0.0879554794068	0.0831513060672	0.0870150960982	0.0905917587793	0.0901111378411	0.0894590176089	0.0876237436949	0.0876324942034	0.0887739686313	0.088150653408	0.0872941500723	0.0897307554531	0.0900502448512	0.0906199052287	0.0856411467319	0.0869685808283	0.0887363349351	0.098288068161	0.0886785010501	0.0890909592033	0.0854300242916	0.0898493693224	0.0928360604104	0.0901018508695	0.0877458838389	0.0841772449885	0.0886910446595	0.0931913563288	0.0908926662067	0.083369625422	0.0873659385466	0.103043949296	0.0885571664	0.0887471052137	0.0959487149887	0.0890473154037	0.0928234972999	0.089105274479	0.0866045925094	0.0888038207469	0.0889720826565	0.0871000110668	0.088155987719	0.0912647581598	0.0892741599637	0.0904694062575	0.0889884777775	0.0878424321395	0.0911027420036	0.0890634605381	0.0887009005229	0.0913567887327	0.0853428949662	0.0971685241536	0.089848917965	0.0842696028285	0.0883252535602	0.0885936262468	0.101279743449	0.0882248318427	0.103913461809	0.0932401755146	0.0890283635344	0.0859979510221	0.0887432736067	0.0871924698739	0.10478515554	0.104511362318	0.0925520143939	0.0881472762769	0.0864681536409	0.0882668392752	0.0892589687958	0.0899008016076	0.0873871335547	0.106149394351	0.0897320464028	0.086739552197	0.0902541392644	0.106883374249	0.0823324469719
Genetic_Information_Processing;Transcription	0.027078863232	0.0308271411862	0.0293375792625	0.0283347869634	0.030673746346	0.0292958585732	0.0300169984852	0.0281661028703	0.031646799191	0.0300981713516	0.0296060418071	0.0302640581886	0.0299248949218	0.029930260402	0.0302371062249	0.0300508150273	0.0304481229936	0.0288284384455	0.0296305404229	0.0272449217703	0.0296342853163	0.0278411575366	0.0282514776141	0.0287860285849	0.0288776584904	0.0309005507277	0.0305677248472	0.0300244463358	0.0306998950922	0.0292485066399	0.0315031051747	0.0290411474406	0.0300770662445	0.0266491595065	0.0305503901625	0.0300525755774	0.0267745566314	0.0313182718282	0.0278243179079	0.0309469919514	0.0297896432178	0.0296664165858	0.0302973064863	0.0294957930719	0.0300008396643	0.0302812958537	0.0309515424109	0.0292019908598	0.0306633764193	0.0268682448868	0.0295066108841	0.030113018395	0.0315693260626	0.0316318362805	0.0308951391337	0.026989745922	0.0291342816934	0.0291577366945	0.0306000903454	0.0312391262873	0.0259781699087	0.029962641979	0.0267150833941	0.0280618415944	0.0290033466535	0.0280307019966	0.0290780216508	0.0281353632334	0.0265628520902	0.0261170628261	0.0301760036137	0.0285361882678	0.0286326077823	0.0300953565656	0.0301380793515	0.0274820530674	0.0282871283463	0.0262347613485	0.0291577027937	0.0308323559249	0.0296734488545	0.0262551346285	0.0237448332149
Genetic_Information_Processing;Translation	0.065952314394	0.0581755950187	0.0572040585915	0.0518907111745	0.0556776298137	0.0574142883907	0.0562747674274	0.0566265231676	0.0569566912791	0.0552235268586	0.0551257708436	0.0551049058163	0.0559208985048	0.0570928817848	0.0573908215517	0.0572546820863	0.0548067578782	0.0531845582462	0.0571686902472	0.063321421615	0.0544307662651	0.0558461961343	0.0524351971519	0.0551793110196	0.0581408274865	0.0586009008401	0.0573939192686	0.0537725223186	0.0564815000508	0.0587258360594	0.057640710162	0.0528836478752	0.0562841863889	0.0648810029007	0.0556415759358	0.0558576391062	0.063923721843	0.05698444344	0.0620169054036	0.0574160221651	0.0535211384584	0.0575937345606	0.0572581315402	0.0550112491816	0.0560910342108	0.0583581769199	0.0574386837892	0.0578459488963	0.0576034845093	0.0508990695879	0.060990124625	0.0568798174682	0.0565167316477	0.0577814214629	0.0516529406678	0.0615319695613	0.0578976178189	0.0530566759888	0.0563031063174	0.058085923575	0.0642440442863	0.0563827395471	0.0662150411234	0.0594595618334	0.0557795267456	0.0523679541104	0.0568618987604	0.0538938999504	0.0665961231528	0.0672603669158	0.0583187740445	0.0563978771241	0.0490391915499	0.0557074719481	0.0581897769076	0.0578602937612	0.0522356168819	0.0667935654521	0.0561060683634	0.0560842896659	0.0575623046954	0.0665577127055	0.0444953444085
Human_Diseases;Cancers	0.00113761957039	0.000981959243985	0.000928613480972	0.000911646035472	0.00106830666685	0.00100113969899	0.00100986335121	0.00108215949608	0.000890996532451	0.000959440783086	0.000994613595514	0.000963837315243	0.00104458072073	0.00104431901429	0.00100943380431	0.00102065534238	0.000973171583936	0.0010879235872	0.000865469566264	0.00111467455553	0.00102863076286	0.000873039107236	0.000898420369018	0.00106834122662	0.00108028452243	0.000941831193758	0.000994520026094	0.000980750774134	0.00100343630254	0.000991079555268	0.000991444132895	0.00105667609326	0.000978676584891	0.00112232212842	0.000981974389507	0.00100378669337	0.00227131704642	0.000981365490373	0.000512550915	0.000938741046805	0.000975892682258	0.00124284067412	0.000960296173171	0.000978700436675	0.000961598136675	0.00100749241325	0.000951347101195	0.00136695838807	0.00101453531613	0.0010744642615	0.000660842349027	0.000997186362132	0.00101670914576	0.000993715023284	0.00099286203708	0.00114215518494	0.0013699694271	0.000967548708055	0.000919857567185	0.000938778659852	0.00118502196455	0.000952429349299	0.00114734761412	0.00116648143573	0.000982964168299	0.00115050808273	0.0010166667168	0.00103671033765	0.00115887970808	0.00110548957175	0.00101905972874	0.00111641281901	0.00149907494085	0.00107976755707	0.0010530014704	0.00118985188547	0.000968255890642	0.00114925214339	0.00103573191021	0.000944309502673	0.001422533608	0.00116571505077	0.000878463172121
Human_Diseases;Cardiovascular_Diseases	0.0	5.22874996797e-07	0.0	0.0	1.27095307359e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.57941156205e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12375144191e-06	0.0	0.0	7.28734967109e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.000212124273078	0.0	0.0	1.28418747853e-06	0.0	5.34319017731e-05	1.5110876053e-06	0.0	2.9205714098e-06	1.52766097537e-06	0.0	6.66086924344e-05	1.29677446422e-05	0.0	3.51511887781e-06	0.0	1.07755956844e-05	0.0	0.0	0.0	7.22621236272e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03842267749e-06	0.0	2.17167763183e-06	1.83249578878e-05	0.0	0.0	6.54038180371e-06	2.37970377095e-05	0.0	0.0	0.0	1.13158718115e-06	6.3158435874e-05	0.0	0.0
Human_Diseases;Immune_System_Diseases	0.000488741361404	0.000238953873536	0.000573317888252	0.000551257929185	0.000369988561422	0.000450155082329	0.000395882295404	0.000525727312283	0.000305384693868	0.000466870738198	0.000368455837057	0.000424117319376	0.00038448287742	0.000373063281989	0.00031109356409	0.000417788253482	0.000388313205652	0.000477887338444	0.000507728012542	0.000469590405313	0.000398493177424	0.000581032852938	0.000587751643283	0.000437240841193	0.00047814704126	0.000363615320068	0.000441072440951	0.000398384731	0.000412162671478	0.000430682365561	0.000287403065761	0.000508400761853	0.000463933832269	0.000537196890648	0.000390333113828	0.000330944482694	0.00031674338735	0.00031479030123	0.000711778753536	0.00035828830651	0.000412504991933	0.000422331607166	0.000427637792301	0.000421032847363	0.000370182426192	0.000318517313364	0.000372978466164	0.000433696597406	0.000398186041367	0.000449511085569	0.000712163084643	0.000413770274743	0.000332775749078	0.000279357637068	0.00037419423508	0.000487619619188	0.000358299696318	0.000459950290362	0.000509139270726	0.000377783847989	0.000480631262505	0.000366496661493	0.000497183966119	0.000467453446199	0.00048041266784	0.000539081880548	0.000460959095708	0.000479434302905	0.000526480297487	0.000503988282016	0.000300777352008	0.000484201771882	0.000501227269712	0.00039632459563	0.00045485382544	0.000399261410459	0.000495109460607	0.000547764541305	0.000441363029919	0.000413595114712	0.00037748181441	0.000547078152538	0.000412465225671
Human_Diseases;Infectious_Diseases	0.00391455912382	0.00346770697876	0.00367334534291	0.00354888467322	0.00350147571774	0.00365133016924	0.00349817193584	0.00375348331789	0.0033704127655	0.0036928475974	0.00360493137239	0.00359452072214	0.0038400055123	0.00344986720109	0.0036440074252	0.00355256102839	0.00369545871459	0.0038038910171	0.00358324539958	0.00406142666772	0.00364637456253	0.00393016581039	0.0035846391431	0.00366159008309	0.00364417879136	0.00342878637359	0.00359600461412	0.00370352932655	0.00360780647165	0.00360432314732	0.00333503289061	0.00410645762424	0.00384212216763	0.00395408863749	0.00349935001348	0.00346200788634	0.00368331433354	0.00338803151132	0.00542566739132	0.00344162244246	0.00368416790614	0.00347600139069	0.00348683464924	0.00363473143854	0.00345211540638	0.00353042451407	0.00344879074963	0.0036545969249	0.0034463688408	0.00383791426856	0.00412253141989	0.00341242256585	0.00334677324787	0.00331067305807	0.00359559082775	0.00414664222317	0.003639000109	0.00360618531037	0.00346176849873	0.00338727247163	0.00411998322306	0.00355486362628	0.00407308403013	0.00413562864741	0.00362707874414	0.00367555827646	0.00362225116481	0.00400442636393	0.00405607897828	0.00406269983751	0.00340030425204	0.00393704672159	0.0038209365579	0.00371156537367	0.0035252657922	0.00381369563589	0.00390000671441	0.00405029742561	0.00374191780223	0.00357694707963	0.00357212362897	0.00418734079622	0.00483988450974
